Time(us)	TipPos(nm)	CosRef(nm)	Force(nN)	SamplePos(nm)
845.7026667344	6.6048379734	2.5945827877	0.0000000000	-0.0339847061
845.7045000678	6.5453031582	2.5350540842	0.0000000000	-0.0337025705
845.7063334011	6.4856453264	2.4754042844	0.0000000000	-0.0334227772
845.7081667344	6.4258672841	2.4156362379	0.0000000000	-0.0331453066
845.7100000678	6.3659718494	2.3557527995	0.0000000000	-0.0328701396
845.7118334011	6.3059618531	2.2957568299	0.0000000000	-0.0325972570
845.7136667344	6.2458401398	2.2356511950	0.0000000000	-0.0323266398
845.7155000678	6.1856095679	2.1754387659	0.0000000000	-0.0320582692
845.7173334011	6.1252730101	2.1151224190	0.0000000000	-0.0317921266
845.7191667344	6.0648333542	2.0547050354	0.0000000000	-0.0315281935
845.7210000678	6.0042935027	1.9941895013	0.0000000000	-0.0312664515
845.7228334011	5.9436563730	1.9335787073	0.0000000000	-0.0310068825
845.7246667344	5.8829248975	1.8728755488	0.0000000000	-0.0307494683
845.7265000678	5.8221020234	1.8120829255	0.0000000000	-0.0304941912
845.7283334011	5.7611907121	1.7512037413	0.0000000000	-0.0302410333
845.7301667344	5.7001939390	1.6902409045	0.0000000000	-0.0299899771
845.7320000678	5.6391146928	1.6291973270	0.0000000000	-0.0297410051
845.7338334011	5.5779559748	1.5680759249	0.0000000000	-0.0294941001
845.7356667344	5.5167207980	1.5068796178	0.0000000000	-0.0292492448
845.7375000678	5.4554121864	1.4456113291	0.0000000000	-0.0290064223
845.7393334011	5.3940331737	1.3842739854	0.0000000000	-0.0287656156
845.7411667344	5.3325868022	1.3228705167	0.0000000000	-0.0285268081
845.7430000678	5.2710761220	1.2614038563	0.0000000000	-0.0282899831
845.7448334011	5.2095041894	1.1998769402	0.0000000000	-0.0280551242
845.7466667344	5.1478740655	1.1382927076	0.0000000000	-0.0278222151
845.7485000678	5.0861888155	1.0766541002	0.0000000000	-0.0275912395
845.7503334011	5.0244515068	1.0149640624	0.0000000000	-0.0273621815
845.7521667344	4.9626652079	0.9532255412	0.0000000000	-0.0271350251
845.7540000678	4.9008329873	0.8914414856	0.0000000000	-0.0269097544
845.7558334011	4.8389579119	0.8296148470	0.0000000000	-0.0266863540
845.7576667344	4.7770430464	0.7677485788	0.0000000000	-0.0264648082
845.7595000678	4.7150914513	0.7058456362	0.0000000000	-0.0262451016
845.7613334011	4.6531061828	0.6439089764	0.0000000000	-0.0260272190
845.7631667344	4.5910902911	0.5819415578	0.0000000000	-0.0258111452
845.7650000678	4.5290468201	0.5199463406	0.0000000000	-0.0255968652
845.7668334011	4.4669788064	0.4579262863	0.0000000000	-0.0253843641
845.7686667344	4.4048892786	0.3958843574	0.0000000000	-0.0251736272
845.7705000678	4.3427812572	0.3338235177	0.0000000000	-0.0249646398
845.7723334011	4.2806577536	0.2717467316	0.0000000000	-0.0247573874
845.7741667345	4.2185217706	0.2096569646	0.0000000000	-0.0245518555
845.7760000678	4.1563763017	0.1475571825	0.0000000000	-0.0243480300
845.7778334011	4.0942243317	0.0854503518	0.0000000000	-0.0241458965
845.7796667345	4.0320688362	0.0233394393	0.0000000000	-0.0239454412
845.7815000678	3.9699127824	-0.0387725882	0.0000000000	-0.0237466500
845.7833334011	3.9077591292	-0.1008827635	0.0000000000	-0.0235495091
845.7851667345	3.8456108279	-0.1629881198	0.0000000000	-0.0233540049
845.7870000678	3.7834708226	-0.2250856904	0.0000000000	-0.0231601237
845.7888334011	3.7213420510	-0.2871725089	0.0000000000	-0.0229678520
845.7906667345	3.6592274449	-0.3492456095	0.0000000000	-0.0227771766
845.7925000678	3.5971299314	-0.4113020272	0.0000000000	-0.0225880842
845.7943334011	3.5350524334	-0.4733387974	0.0000000000	-0.0224005615
845.7961667345	3.4729978703	-0.5353529570	0.0000000000	-0.0222145957
845.7980000678	3.4109691594	-0.5973415433	0.0000000000	-0.0220301737
845.7998334011	3.3489692164	-0.6593015955	0.0000000000	-0.0218472827
845.8016667345	3.2870009562	-0.7212301537	0.0000000000	-0.0216659101
845.8035000678	3.2250672938	-0.7831242597	0.0000000000	-0.0214860432
845.8053334011	3.1631711451	-0.8449809568	0.0000000000	-0.0213076695
845.8071667345	3.1013154273	-0.9067972903	0.0000000000	-0.0211307766
845.8090000678	3.0395030599	-0.9685703073	0.0000000000	-0.0209553523
845.8108334011	2.9777369651	-1.0302970570	0.0000000000	-0.0207813844
845.8126667345	2.9160200679	-1.0919745907	0.0000000000	-0.0206088606
845.8145000678	2.8543552968	-1.1535999622	0.0000000000	-0.0204377692
845.8163334011	2.7927455838	-1.2151702277	0.0000000000	-0.0202680981
845.8181667345	2.7311938646	-1.2766824461	0.0000000000	-0.0200998356
845.8200000678	2.6697030784	-1.3381336791	0.0000000000	-0.0199329700
845.8218334011	2.6082761677	-1.3995209912	0.0000000000	-0.0197674897
845.8236667345	2.5469160783	-1.4608414500	0.0000000000	-0.0196033832
845.8255000678	2.4856257585	-1.5220921263	0.0000000000	-0.0194406390
845.8273334011	2.4244081590	-1.5832700942	0.0000000000	-0.0192792460
845.8291667345	2.3632662318	-1.6443724314	0.0000000000	-0.0191191928
845.8310000678	2.3022029296	-1.7053962191	0.0000000000	-0.0189604683
845.8328334011	2.2412212054	-1.7663385422	0.0000000000	-0.0188030616
845.8346667345	2.1803240107	-1.8271964897	0.0000000000	-0.0186469616
845.8365000678	2.1195142955	-1.8879671543	0.0000000000	-0.0184921575
845.8383334011	2.0587950062	-1.9486476332	0.0000000000	-0.0183386386
845.8401667345	1.9981690856	-2.0092350278	0.0000000000	-0.0181863941
845.8420000678	1.9376394709	-2.0697264438	0.0000000000	-0.0180354136
845.8438334011	1.8772090929	-2.1301189917	0.0000000000	-0.0178856865
845.8456667345	1.8168808749	-2.1904097866	0.0000000000	-0.0177372024
845.8475000678	1.7566577315	-2.2505959484	0.0000000000	-0.0175899510
845.8493334011	1.6965425676	-2.3106746023	0.0000000000	-0.0174439221
845.8511667345	1.6365382771	-2.3706428782	0.0000000000	-0.0172991054
845.8530000678	1.5766477423	-2.4304979116	0.0000000000	-0.0171554910
845.8548334011	1.5168738326	-2.4902368433	0.0000000000	-0.0170130689
845.8566667345	1.4572194040	-2.5498568197	0.0000000000	-0.0168718291
845.8585000678	1.3976872983	-2.6093549927	0.0000000000	-0.0167317619
845.8603334011	1.3382803422	-2.6687285202	0.0000000000	-0.0165928575
845.8621667345	1.2790013473	-2.7279745660	0.0000000000	-0.0164551063
845.8640000678	1.2198531092	-2.7870903001	0.0000000000	-0.0163184986
845.8658334011	1.1608384077	-2.8460728984	0.0000000000	-0.0161830251
845.8676667345	1.1019600064	-2.9049195436	0.0000000000	-0.0160486762
845.8695000678	1.0432206529	-2.9636274246	0.0000000000	-0.0159154427
845.8713334011	0.9846230786	-3.0221937370	0.0000000000	-0.0157833152
845.8731667345	0.9261699993	-3.0806156831	0.0000000000	-0.0156522847
845.8750000678	0.8678641158	-3.1388904722	0.0000000000	-0.0155223419
845.8768334011	0.8097081136	-3.1970153206	0.0000000000	-0.0153934779
845.8786667345	0.7517046645	-3.2549874518	0.0000000000	-0.0152656838
845.8805000678	0.6938564263	-3.3128040965	0.0000000000	-0.0151389505
845.8823334011	0.6361660446	-3.3704624928	0.0000000000	-0.0150132694
845.8841667345	0.5786361531	-3.4279598866	0.0000000000	-0.0148886316
845.8860000678	0.5212693743	-3.4852935311	0.0000000000	-0.0147650286
845.8878334011	0.4640683212	-3.5424606878	0.0000000000	-0.0146424517
845.8896667345	0.4070355978	-3.5994586257	0.0000000000	-0.0145208924
845.8915000678	0.3501738002	-3.6562846222	0.0000000000	-0.0144003423
845.8933334011	0.2934855177	-3.7129359627	0.0000000000	-0.0142807930
845.8951667345	0.2369733339	-3.7694099412	0.0000000000	-0.0141622361
845.8970000678	0.1806398273	-3.8257038598	0.0000000000	-0.0140446635
845.8988334011	0.1244875729	-3.8818150295	0.0000000000	-0.0139280670
845.9006667345	0.0685191423	-3.9377407701	0.0000000000	-0.0138124384
845.9025000678	0.0127371051	-3.9934784098	0.0000000000	-0.0136977698
845.9043334011	-0.0428559595	-4.0490252864	5.0588765586	-0.0428559595
845.9061667345	-0.0982572490	-4.1043787462	14.0644348346	-0.0982572490
845.9080000678	-0.1534637761	-4.1595361453	22.3229717619	-0.1534637761
845.9098334011	-0.2084725847	-4.2144948487	29.8994061925	-0.2084725847
845.9116667345	-0.2632807568	-4.2692522312	36.8529502513	-0.2632807568
845.9135000678	-0.3178854114	-4.3238056771	43.2376110569	-0.3178854114
845.9153334011	-0.3722837039	-4.3781525805	49.1026483396	-0.3722837039
845.9171667345	-0.4264728245	-4.4322903452	54.4929918271	-0.4264728245
845.9190000678	-0.4804499979	-4.4862163852	59.4496219342	-0.4804499979
845.9208334011	-0.5342124820	-4.5399281245	64.0099169791	-0.5342124820
845.9226667345	-0.5877575678	-4.5934229973	68.2079698657	-0.5877575678
845.9245000678	-0.6410825778	-4.6466984484	72.0748769163	-0.6410825778
845.9263334011	-0.6941848657	-4.6997519327	75.6390012998	-0.6941848657
845.9281667345	-0.7470618152	-4.7525809159	78.9262132880	-0.7470618152
845.9300000678	-0.7997108396	-4.8051828746	81.9601093760	-0.7997108396
845.9318334011	-0.8521293804	-4.8575552960	84.7622121245	-0.8521293804
845.9336667345	-0.9043149065	-4.9096956783	87.3521524186	-0.9043149065
845.9355000678	-0.9562649132	-4.9616015309	89.7478356882	-0.9562649132
845.9373334011	-1.0079769210	-5.0132703742	91.9655935022	-1.0079769210
845.9391667345	-1.0594484748	-5.0646997401	94.0203218203	-1.0594484748
845.9410000678	-1.1106771422	-5.1158871719	95.9256070800	-1.1106771422
845.9428334011	-1.1616605130	-5.1668302245	97.6938411856	-1.1616605130
845.9446667345	-1.2123961972	-5.2175264644	99.3363263804	-1.2123961972
845.9465000678	-1.2628818244	-5.2679734698	100.8633708893	-1.2628818244
845.9483334011	-1.3131150422	-5.3181688310	102.2843761493	-1.3131150422
845.9501667345	-1.3630935151	-5.3681101502	103.6079163652	-1.3630935151
845.9520000678	-1.4128149231	-5.4177950418	104.8418110714	-1.4128149231
845.9538334011	-1.4622769605	-5.4672211323	105.9931913142	-1.4622769605
845.9556667345	-1.5114773350	-5.5163860609	107.0685600188	-1.5114773350
845.9575000678	-1.5604137663	-5.5652874789	108.0738470548	-1.5604137663
845.9593334011	-1.6090839849	-5.6139230504	109.0144594678	-1.6090839849
845.9611667345	-1.6574857317	-5.6622904521	109.8953273053	-1.6574857317
845.9630000678	-1.7056167564	-5.7103873736	110.7209454248	-1.7056167564
845.9648334011	-1.7534748171	-5.7582115173	111.4954116408	-1.7534748171
845.9666667345	-1.8010576795	-5.8057605988	112.2224615338	-1.8010576795
845.9685000678	-1.8483631164	-5.8530323466	112.9055002151	-1.8483631164
845.9703334011	-1.8953889068	-5.9000245028	113.5476313193	-1.8953889068
845.9721667345	-1.9421328363	-5.9467348225	114.1516834653	-1.9421328363
845.9740000678	-1.9885926961	-5.9931610744	114.7202344130	-1.9885926961
845.9758334011	-2.0347662836	-6.0393010408	115.2556331162	-2.0347662836
845.9776667345	-2.0806514018	-6.0851525177	115.7600198583	-2.0806514018
845.9795000678	-2.1262458598	-6.1307133148	116.2353446384	-2.1262458598
845.9813334011	-2.1715474732	-6.1759812557	116.6833839619	-2.1715474732
845.9831667345	-2.2165540642	-6.2209541781	117.1057561749	-2.2165540642
845.9850000678	-2.2612634622	-6.2656299336	117.5039354697	-2.2612634622
845.9868334011	-2.3056735046	-6.3100063881	117.8792646769	-2.3056735046
845.9886667345	-2.3497820374	-6.3540814219	118.2329669492	-2.3497820374
845.9905000678	-2.3935869158	-6.3978529294	118.5661564328	-2.3935869158
845.9923334011	-2.4370860054	-6.4413188199	118.8798480139	-2.4370860054
845.9941667345	-2.4802771828	-6.4844770170	119.1749662190	-2.4802771828
845.9960000678	-2.5231583369	-6.5273254591	119.4523533408	-2.5231583369
845.9978334011	-2.5657273698	-6.5698620994	119.7127768573	-2.5657273698
845.9996667345	-2.6079821975	-6.6120849059	119.9569362010	-2.6079821975
846.0015000678	-2.6499207513	-6.6539918618	120.1854689358	-2.6499207513
846.0033334011	-2.6915409787	-6.6955809652	120.3989563890	-2.6915409787
846.0051667345	-2.7328408443	-6.7368502293	120.5979287849	-2.7328408443
846.0070000678	-2.7738183309	-6.7777976830	120.7828699212	-2.7738183309
846.0088334011	-2.8144714400	-6.8184213701	120.9542214265	-2.8144714400
846.0106667345	-2.8547981931	-6.8587193501	121.1123866326	-2.8547981931
846.0125000678	-2.8947966322	-6.8986896980	121.2577340944	-2.8947966322
846.0143334011	-2.9344648203	-6.9383305045	121.3906007864	-2.9344648203
846.0161667345	-2.9738008423	-6.9776398761	121.5112950020	-2.9738008423
846.0180000678	-3.0128028050	-7.0166159348	121.6200989813	-3.0128028050
846.0198334011	-3.0514688378	-7.0552568190	121.7172712899	-3.0514688378
846.0216667345	-3.0897970930	-7.0935606828	121.8030489687	-3.0897970930
846.0235000678	-3.1277857453	-7.1315256964	121.8776494767	-3.1277857453
846.0253334011	-3.1654329924	-7.1691500464	121.9412724417	-3.1654329924
846.0271667345	-3.2027370546	-7.2064319354	121.9941012390	-3.2027370546
846.0290000678	-3.2396961747	-7.2433695826	122.0363044109	-3.2396961747
846.0308334011	-3.2763086174	-7.2799612234	122.0680369434	-3.2763086174
846.0326667345	-3.3125726691	-7.3162051100	122.0894414128	-3.3125726691
846.0345000678	-3.3484866372	-7.3520995111	122.1006490155	-3.3484866372
846.0363334011	-3.3840488497	-7.3876427119	122.1017804914	-3.3840488497
846.0381667345	-3.4192576542	-7.4228330147	122.0929469541	-3.4192576542
846.0400000678	-3.4541114172	-7.4576687384	122.0742506355	-3.4541114172
846.0418334012	-3.4886085235	-7.4921482191	122.0457855563	-3.4886085235
846.0436667345	-3.5227473751	-7.5262698095	122.0076381304	-3.5227473751
846.0455000678	-3.5565263907	-7.5600318799	121.9598877115	-3.5565263907
846.0473334012	-3.5899440042	-7.5934328175	121.9026070889	-3.5899440042
846.0491667345	-3.6229986645	-7.6264710266	121.8358629397	-3.6229986645
846.0510000678	-3.6556888343	-7.6591449292	121.7597162447	-3.6556888343
846.0528334012	-3.6880129893	-7.6914529645	121.6742226716	-3.6880129893
846.0546667345	-3.7199696175	-7.7233935890	121.5794329320	-3.7199696175
846.0565000678	-3.7515572186	-7.7549652772	121.4753931174	-3.7515572186
846.0583334012	-3.7827743033	-7.7861665207	121.3621450160	-3.7827743033
846.0601667345	-3.8136193925	-7.8169958292	121.2397264162	-3.8136193925
846.0620000678	-3.8440910175	-7.8474517301	121.1081713985	-3.8440910175
846.0638334012	-3.8741877189	-7.8775327684	120.9675106182	-3.8741877189
846.0656667345	-3.9039080469	-7.9072375073	120.8177715822	-3.9039080469
846.0675000678	-3.9332505612	-7.9365645277	120.6589789196	-3.9332505612
846.0693334012	-3.9622138305	-7.9655124288	120.4911546493	-3.9622138305
846.0711667345	-3.9907964333	-7.9940798278	120.3143184440	-3.9907964333
846.0730000678	-4.0189969575	-8.0222653600	120.1284878915	-4.0189969575
846.0748334012	-4.0468140013	-8.0500676791	119.9336787533	-4.0468140013
846.0766667345	-4.0742461732	-8.0774854569	119.7299052207	-4.0742461732
846.0785000678	-4.1012920932	-8.1045173838	119.5171801672	-4.1012920932
846.0803334012	-4.1279503928	-8.1311621685	119.2955153971	-4.1279503928
846.0821667345	-4.1542197162	-8.1574185381	119.0649218888	-4.1542197162
846.0840000678	-4.1800987211	-8.1832852386	118.8254100327	-4.1800987211
846.0858334012	-4.2055860797	-8.2087610341	118.5769898607	-4.2055860797
846.0876667345	-4.2306804794	-8.2338447079	118.3196712681	-4.2306804794
846.0895000678	-4.2553806243	-8.2585350616	118.0534642254	-4.2553806243
846.0913334012	-4.2796852358	-8.2828309159	117.7783789781	-4.2796852358
846.0931667345	-4.3035930542	-8.3067311102	117.4944262341	-4.3035930542
846.0950000678	-4.3271028394	-8.3302345028	117.2016173378	-4.3271028394
846.0968334012	-4.3502133722	-8.3533399709	116.8999644275	-4.3502133722
846.0986667345	-4.3729234553	-8.3760464109	116.5894805773	-4.3729234553
846.1005000678	-4.3952319145	-8.3983527381	116.2701799218	-4.3952319145
846.1023334012	-4.4171375994	-8.4202578869	115.9420777617	-4.4171375994
846.1041667345	-4.4386393845	-8.4417608110	115.6051906509	-4.4386393845
846.1060000678	-4.4597361701	-8.4628604832	115.2595364647	-4.4597361701
846.1078334012	-4.4804268830	-8.4835558956	114.9051344473	-4.4804268830
846.1096667345	-4.5007104769	-8.5038460596	114.5420052411	-4.5007104769
846.1115000678	-4.5205859335	-8.5237300060	114.1701708951	-4.5205859335
846.1133334012	-4.5400522625	-8.5432067849	113.7896548553	-4.5400522625
846.1151667345	-4.5591085019	-8.5622754660	113.4004819365	-4.5591085019
846.1170000678	-4.5777537187	-8.5809351383	113.0026782764	-4.5777537187
846.1188334012	-4.5959870084	-8.5991849106	112.5962712737	-4.5959870084
846.1206667345	-4.6138074953	-8.6170239110	112.1812895109	-4.6138074953
846.1225000678	-4.6312143321	-8.6344512875	111.7577626636	-4.6312143321
846.1243334012	-4.6482067001	-8.6514662074	111.3257213977	-4.6482067001
846.1261667345	-4.6647838081	-8.6680678581	110.8851972571	-4.6647838081
846.1280000678	-4.6809448926	-8.6842554466	110.4362225421	-4.6809448926
846.1298334012	-4.6966892167	-8.7000281994	109.9788301825	-4.6966892167
846.1316667345	-4.7120160699	-8.7153853633	109.5130536059	-4.7120160699
846.1335000678	-4.7269247668	-8.7303262046	109.0389266047	-4.7269247668
846.1353334012	-4.7414146469	-8.7448500096	108.5564832025	-4.7414146469
846.1371667345	-4.7554850731	-8.7589560845	108.0657575226	-4.7554850731
846.1390000678	-4.7691354314	-8.7726437556	107.5667836616	-4.7691354314
846.1408334012	-4.7823651296	-8.7859123688	107.0595955683	-4.7823651296
846.1426667345	-4.7951735965	-8.7987612905	106.5442269310	-4.7951735965
846.1445000678	-4.8075602811	-8.8111899069	106.0207110745	-4.8075602811
846.1463334012	-4.8195246515	-8.8231976242	105.4890808685	-4.8195246515
846.1481667345	-4.8310661941	-8.8347838689	104.9493686490	-4.8310661941
846.1500000678	-4.8421844128	-8.8459480875	104.4016061529	-4.8421844128
846.1518334012	-4.8528788283	-8.8566897467	103.8458244683	-4.8528788283
846.1536667345	-4.8631489774	-8.8670083333	103.2820540001	-4.8631489774
846.1555000678	-4.8729944124	-8.8769033546	102.7103244513	-4.8729944124
846.1573334012	-4.8824147005	-8.8863743378	102.1306648217	-4.8824147005
846.1591667345	-4.8914094235	-8.8954208304	101.5431034222	-4.8914094235
846.1610000678	-4.8999781776	-8.9040424004	100.9476679054	-4.8999781776
846.1628334012	-4.9081205729	-8.9122386359	100.3443853121	-4.9081205729
846.1646667345	-4.9158362337	-8.9200091455	99.7332821325	-4.9158362337
846.1665000678	-4.9231247982	-8.9273535578	99.1143843818	-4.9231247982
846.1683334012	-4.9299859188	-8.9342715221	98.4877176879	-4.9299859188
846.1701667345	-4.9364192627	-8.9407627079	97.8533073914	-4.9364192627
846.1720000678	-4.9424245115	-8.9468268051	97.2111786550	-4.9424245115
846.1738334012	-4.9480013625	-8.9524635241	96.5613565811	-4.9480013625
846.1756667345	-4.9531495287	-8.9576725955	95.9038663364	-4.9531495287
846.1775000678	-4.9578687399	-8.9624537707	95.2387332805	-4.9578687399
846.1793334012	-4.9621587428	-8.9668068211	94.5659830971	-4.9621587428
846.1811667345	-4.9660193027	-8.9707315389	93.8856419262	-4.9660193027
846.1830000678	-4.9694502036	-8.9742277365	93.1977364943	-4.9694502036
846.1848334012	-4.9724512493	-8.9772952470	92.5022942415	-4.9724512493
846.1866667345	-4.9750222646	-8.9799339238	91.7993434429	-4.9750222646
846.1885000678	-4.9771630958	-8.9821436409	91.0889133226	-4.9771630958
846.1903334012	-4.9788736120	-8.9839242926	90.3710341594	-4.9788736120
846.1921667345	-4.9801537059	-8.9852757941	89.6457373806	-4.9801537059
846.1940000678	-4.9810032945	-8.9861980806	88.9130556445	-4.9810032945
846.1958334012	-4.9814223201	-8.9866911082	88.1730229088	-4.9814223201
846.1976667345	-4.9814107513	-8.9867548533	87.4256744853	-4.9814107513
846.1995000678	-4.9809685833	-8.9863893128	86.6710470779	-4.9809685833
846.2013334012	-4.9800958388	-8.9855945043	85.9091788057	-4.9800958388
846.2031667345	-4.9787925683	-8.9843704656	85.1401092085	-4.9787925683
846.2050000678	-4.9770588510	-8.9827172553	84.3638792363	-4.9770588510
846.2068334012	-4.9748947946	-8.9806349522	83.5805312221	-4.9748947946
846.2086667345	-4.9723005359	-8.9781236560	82.7901088380	-4.9723005359
846.2105000678	-4.9692762408	-8.9751834865	81.9926570358	-4.9692762408
846.2123334012	-4.9658221042	-8.9718145842	81.1882219727	-4.9658221042
846.2141667345	-4.9619383498	-8.9680171101	80.3768509234	-4.9619383498
846.2160000678	-4.9576252301	-8.9637912454	79.5585921784	-4.9576252301
846.2178334012	-4.9528830260	-8.9591371922	78.7334949325	-4.9528830260
846.2196667345	-4.9477120460	-8.9540551726	77.9016091625	-4.9477120460
846.2215000678	-4.9421126260	-8.9485454295	77.0629854975	-4.9421126260
846.2233334012	-4.9360851283	-8.9426082261	76.2176750828	-4.9360851283
846.2251667345	-4.9296299409	-8.9362438460	75.3657294399	-4.9296299409
846.2270000678	-4.9227474770	-8.9294525931	74.5072003241	-4.9227474770
846.2288334012	-4.9154381734	-8.9222347920	73.6421395821	-4.9154381734
846.2306667345	-4.9077024901	-8.9145907873	72.7705990115	-4.9077024901
846.2325000678	-4.8995409091	-8.9065209443	71.8926302245	-4.8995409091
846.2343334012	-4.8909539331	-8.8980256483	71.0082845166	-4.8909539331
846.2361667345	-4.8819420849	-8.8891053053	70.1176127444	-4.8819420849
846.2380000678	-4.8725059059	-8.8797603414	69.2206652117	-4.8725059059
846.2398334012	-4.8626459554	-8.8699912029	68.3174915676	-4.8626459554
846.2416667345	-4.8523628095	-8.8597983564	67.4081407166	-4.8523628095
846.2435000678	-4.8416570597	-8.8491822890	66.4926607434	-4.8416570597
846.2453334012	-4.8305293127	-8.8381435077	65.5710988515	-4.8305293127
846.2471667345	-4.8189801890	-8.8266825398	64.6435013186	-4.8189801890
846.2490000678	-4.8070103225	-8.8147999328	63.7099134683	-4.8070103225
846.2508334012	-4.7946203595	-8.8024962543	62.7703796580	-4.7946203595
846.2526667345	-4.7818109584	-8.7897720920	61.8249432846	-4.7818109584
846.2545000678	-4.7685827891	-8.7766280538	60.8736468064	-4.7685827891
846.2563334012	-4.7549365325	-8.7630647675	59.9165317820	-4.7549365325
846.2581667345	-4.7408728806	-8.7490828811	58.9536389246	-4.7408728806
846.2600000678	-4.7263925363	-8.7346830623	57.9850081717	-4.7263925363
846.2618334012	-4.7114962130	-8.7198659992	57.0106787689	-4.7114962130
846.2636667345	-4.6961846352	-8.7046323995	56.0306893664	-4.6961846352
846.2655000678	-4.6804585386	-8.6889829908	55.0450781264	-4.6804585386
846.2673334012	-4.6643186703	-8.6729185207	54.0538828408	-4.6643186703
846.2691667345	-4.6477657894	-8.6564397566	53.0571410566	-4.6477657894
846.2710000678	-4.6308006676	-8.6395474857	52.0548902076	-4.6308006676
846.2728334012	-4.6134240896	-8.6222425149	51.0471677501	-4.6134240896
846.2746667345	-4.5956368539	-8.6045256708	50.0340113007	-4.5956368539
846.2765000678	-4.5774397740	-8.5863977998	49.0154587744	-4.5774397740
846.2783334012	-4.5588336784	-8.5678597677	47.9915485209	-4.5588336784
846.2801667345	-4.5398194124	-8.5489124602	46.9623194566	-4.5398194124
846.2820000678	-4.5203978382	-8.5295567822	45.9278111912	-4.5203978382
846.2838334012	-4.5005698364	-8.5097936585	44.8880641463	-4.5005698364
846.2856667345	-4.4803363066	-8.4896240330	43.8431196643	-4.4803363066
846.2875000678	-4.4596981684	-8.4690488693	42.7930201073	-4.4596981684
846.2893334012	-4.4386563623	-8.4480691501	41.7378089421	-4.4386563623
846.2911667345	-4.4172118504	-8.4266858777	40.6775308128	-4.4172118504
846.2930000678	-4.3953656173	-8.4049000736	39.6122315975	-4.3953656173
846.2948334012	-4.3731186708	-8.3827127783	38.5419584503	-4.3731186708
846.2966667345	-4.3504720424	-8.3601250517	37.4667598266	-4.3504720424
846.2985000678	-4.3274267880	-8.3371379729	36.3866854924	-4.3274267880
846.3003334012	-4.3039839881	-8.3137526399	35.3017865162	-4.3039839881
846.3021667345	-4.2801447483	-8.2899701698	34.2121152452	-4.2801447483
846.3040000678	-4.2559101996	-8.2657916986	33.1177252650	-4.2559101996
846.3058334012	-4.2312814983	-8.2412183813	32.0186713438	-4.2312814983
846.3076667345	-4.2062598261	-8.2162513918	30.9150093624	-4.2062598261
846.3095000679	-4.1808463900	-8.1908919227	29.8067962302	-4.1808463900
846.3113334012	-4.1550424219	-8.1651411854	28.6940897893	-4.1550424219
846.3131667345	-4.1288491784	-8.1390004099	27.5769487072	-4.1288491784
846.3150000679	-4.1022679403	-8.1124708450	26.4554323614	-4.1022679403
846.3168334012	-4.0753000122	-8.0855537579	25.3296007154	-4.0753000122
846.3186667345	-4.0479467214	-8.0582504345	24.1995141897	-4.0479467214
846.3205000679	-4.0202094176	-8.0305621790	23.0652335292	-4.0202094176
846.3223334012	-3.9920894720	-8.0024903140	21.9268196687	-3.9920894720
846.3241667345	-3.9635882762	-7.9740361805	20.7843335991	-3.9635882762
846.3260000679	-3.9347072416	-7.9452011376	19.6378362355	-3.9347072416
846.3278334012	-3.9054477983	-7.9159865629	18.4873882899	-3.9054477983
846.3296667345	-3.8758113939	-7.8863938519	17.3330501505	-3.8758113939
846.3315000679	-3.8457994931	-7.8564244181	16.1748817685	-3.8457994931
846.3333334012	-3.8154135761	-7.8260796931	15.0129425552	-3.8154135761
846.3351667345	-3.7846551379	-7.7953611265	13.8472912899	-3.7846551379
846.3370000679	-3.7535256876	-7.7642701858	12.6779860409	-3.7535256876
846.3388334012	-3.7220267472	-7.7328083559	11.5050841002	-3.7220267472
846.3406667345	-3.6901598510	-7.7009771399	10.3286419335	-3.6901598510
846.3425000679	-3.6579265445	-7.6687780583	9.1487151449	-3.6579265445
846.3443334012	-3.6253283845	-7.6362126491	7.9653584589	-3.6253283845
846.3461667345	-3.5923669376	-7.6032824680	6.7786257182	-3.5923669376
846.3480000679	-3.5590437806	-7.5699890880	5.5885698978	-3.5590437806
846.3498334012	-3.5253604996	-7.5363340996	4.3952431361	-3.5253604996
846.3516667345	-3.4913186898	-7.5023191103	3.1986967813	-3.4913186898
846.3535000679	-3.4569199557	-7.4679457450	1.9989814534	-3.4569199557
846.3553334012	-3.4221659108	-7.4332156457	0.7961471196	-3.4221659108
846.3571667345	-3.3870581775	-7.3981304713	0.0000000000	-3.3894109019
846.3590000679	-3.3515983660	-7.3626918979	0.0000000000	-3.3612725573
846.3608334012	-3.3157880633	-7.3269016184	0.0000000000	-3.3333678126
846.3626667345	-3.2796288643	-7.2907613423	0.0000000000	-3.3056947287
846.3645000679	-3.2431223752	-7.2542727960	0.0000000000	-3.2782513823
846.3663334012	-3.2062702145	-7.2174377226	0.0000000000	-3.2510358661
846.3681667345	-3.1690740141	-7.1802578817	0.0000000000	-3.2240462887
846.3700000679	-3.1315354201	-7.1427350491	0.0000000000	-3.1972807745
846.3718334012	-3.0936560942	-7.1048710175	0.0000000000	-3.1707374633
846.3736667345	-3.0554377148	-7.0666675954	0.0000000000	-3.1444145104
846.3755000679	-3.0168819778	-7.0281266078	0.0000000000	-3.1183100864
846.3773334012	-2.9779905981	-6.9892498958	0.0000000000	-3.0924223772
846.3791667345	-2.9387653104	-6.9500393165	0.0000000000	-3.0667495835
846.3810000679	-2.8992078706	-6.9104967428	0.0000000000	-3.0412899213
