Time(us)	TipPos(nm)	CosRef(nm)	Force(nN)	SamplePos(nm)
865.0425000702	7.1741146557	3.1653296707	0.0000000000	-0.6838931452
865.0443334035	7.2321481166	3.2233854458	0.0000000000	-0.6782155742
865.0461667368	7.2900284039	3.2812872440	0.0000000000	-0.6725851375
865.0480000702	7.3477526664	3.3390322994	0.0000000000	-0.6670014437
865.0498334035	7.4053180641	3.3966178535	0.0000000000	-0.6614641049
865.0516667368	7.4627217693	3.4540411557	0.0000000000	-0.6559727362
865.0535000702	7.5199609674	3.5112994628	0.0000000000	-0.6505269560
865.0553334035	7.5770328577	3.5683900397	0.0000000000	-0.6451263857
865.0571667368	7.6339346541	3.6253101593	0.0000000000	-0.6397706501
865.0590000702	7.6906635857	3.6820571025	0.0000000000	-0.6344593770
865.0608334035	7.7472168969	3.7386281587	0.0000000000	-0.6291921972
865.0626667368	7.8035918484	3.7950206255	0.0000000000	-0.6239687447
865.0645000702	7.8597857166	3.8512318092	0.0000000000	-0.6187886564
865.0663334035	7.9157957941	3.9072590245	0.0000000000	-0.6136515725
865.0681667368	7.9716193894	3.9630995951	0.0000000000	-0.6085571357
865.0700000702	8.0272538268	4.0187508536	0.0000000000	-0.6035049922
865.0718334035	8.0826964461	4.0742101417	0.0000000000	-0.5984947907
865.0736667368	8.1379446019	4.1294748100	0.0000000000	-0.5935261831
865.0755000702	8.1929956635	4.1845422187	0.0000000000	-0.5885988241
865.0773334035	8.2478470139	4.2394097373	0.0000000000	-0.5837123713
865.0791667368	8.3024960492	4.2940747449	0.0000000000	-0.5788664850
865.0810000702	8.3569401778	4.3485346301	0.0000000000	-0.5740608284
865.0828334035	8.4111768199	4.4027867914	0.0000000000	-0.5692950677
865.0846667368	8.4652034061	4.4568286374	0.0000000000	-0.5645688715
865.0865000702	8.5190173769	4.5106575865	0.0000000000	-0.5598819114
865.0883334035	8.5726161821	4.5642710674	0.0000000000	-0.5552338618
865.0901667368	8.6259972791	4.6176665189	0.0000000000	-0.5506243995
865.0920000702	8.6791581330	4.6708413906	0.0000000000	-0.5460532042
865.0938334035	8.7320962153	4.7237931423	0.0000000000	-0.5415199582
865.0956667368	8.7848090033	4.7765192446	0.0000000000	-0.5370243466
865.0975000702	8.8372939795	4.8290171787	0.0000000000	-0.5325660567
865.0993334035	8.8895486313	4.8812844370	0.0000000000	-0.5281447789
865.1011667369	8.9415704498	4.9333185228	0.0000000000	-0.5237602058
865.1030000702	8.9933569303	4.9851169503	0.0000000000	-0.5194120328
865.1048334035	9.0449055718	5.0366772453	0.0000000000	-0.5150999575
865.1066667369	9.0962138764	5.0879969448	0.0000000000	-0.5108236805
865.1085000702	9.1472793501	5.1390735973	0.0000000000	-0.5065829043
865.1103334035	9.1980995025	5.1899047630	0.0000000000	-0.5023773345
865.1121667369	9.2486718471	5.2404880137	0.0000000000	-0.4982066786
865.1140000702	9.2989939019	5.2908209332	0.0000000000	-0.4940706468
865.1158334035	9.3490631896	5.3409011170	0.0000000000	-0.4899689517
865.1176667369	9.3988772386	5.3907261729	0.0000000000	-0.4859013082
865.1195000702	9.4484335838	5.4402937209	0.0000000000	-0.4818674336
865.1213334035	9.4977297670	5.4896013932	0.0000000000	-0.4778670476
865.1231667369	9.5467633384	5.5386468344	0.0000000000	-0.4738998721
865.1250000702	9.5955318574	5.5874277016	0.0000000000	-0.4699656316
865.1268334035	9.6440328937	5.6359416647	0.0000000000	-0.4660640524
865.1286667369	9.6922640285	5.6841864062	0.0000000000	-0.4621948635
865.1305000702	9.7402228560	5.7321596216	0.0000000000	-0.4583577961
865.1323334035	9.7879069842	5.7798590191	0.0000000000	-0.4545525833
865.1341667369	9.8353140364	5.8272823204	0.0000000000	-0.4507789608
865.1360000702	9.8824416524	5.8744272599	0.0000000000	-0.4470366663
865.1378334035	9.9292874899	5.9212915858	0.0000000000	-0.4433254397
865.1396667369	9.9758492253	5.9678730593	0.0000000000	-0.4396450232
865.1415000702	10.0221245552	6.0141694552	0.0000000000	-0.4359951608
865.1433334035	10.0681111974	6.0601785622	0.0000000000	-0.4323755991
865.1451667369	10.1138068916	6.1058981823	0.0000000000	-0.4287860863
865.1470000702	10.1592094007	6.1513261316	0.0000000000	-0.4252263731
865.1488334035	10.2043165113	6.1964602401	0.0000000000	-0.4216962121
865.1506667369	10.2491260345	6.2412983518	0.0000000000	-0.4181953579
865.1525000702	10.2936358063	6.2858383248	0.0000000000	-0.4147235673
865.1543334035	10.3378436882	6.3300780315	0.0000000000	-0.4112805988
865.1561667369	10.3817475674	6.3740153586	0.0000000000	-0.4078662134
865.1580000702	10.4253453568	6.4176482074	0.0000000000	-0.4044801736
865.1598334035	10.4686349952	6.4609744935	0.0000000000	-0.4011222442
865.1616667369	10.5116144472	6.5039921472	0.0000000000	-0.3977921918
865.1635000702	10.5542817027	6.5466991137	0.0000000000	-0.3944897850
865.1653334035	10.5966347765	6.5890933530	0.0000000000	-0.3912147942
865.1671667369	10.6386717082	6.6311728398	0.0000000000	-0.3879669918
865.1690000702	10.6803905611	6.6729355642	0.0000000000	-0.3847461522
865.1708334035	10.7217894218	6.7143795312	0.0000000000	-0.3815520514
865.1726667369	10.7628663989	6.7555027610	0.0000000000	-0.3783844676
865.1745000702	10.8036196229	6.7963032893	0.0000000000	-0.3752431806
865.1763334035	10.8440472445	6.8367791670	0.0000000000	-0.3721279720
865.1781667369	10.8841474339	6.8769284607	0.0000000000	-0.3690386254
865.1800000702	10.9239183799	6.9167492525	0.0000000000	-0.3659749260
865.1818334035	10.9633582884	6.9562396402	0.0000000000	-0.3629366610
865.1836667369	11.0024653818	6.9953977374	0.0000000000	-0.3599236191
865.1855000702	11.0412378979	7.0342216736	0.0000000000	-0.3569355911
865.1873334035	11.0796740886	7.0727095942	0.0000000000	-0.3539723692
865.1891667369	11.1177722192	7.1108596607	0.0000000000	-0.3510337474
865.1910000702	11.1555305675	7.1486700507	0.0000000000	-0.3481195217
865.1928334035	11.1929474227	7.1861389581	0.0000000000	-0.3452294893
865.1946667369	11.2300210851	7.2232645930	0.0000000000	-0.3423634496
865.1965000702	11.2667498652	7.2600451820	0.0000000000	-0.3395212033
865.1983334035	11.3031320832	7.2964789681	0.0000000000	-0.3367025528
865.2001667369	11.3391660685	7.3325642109	0.0000000000	-0.3339073023
865.2020000702	11.3748501596	7.3682991867	0.0000000000	-0.3311352575
865.2038334035	11.4101827040	7.4036821884	0.0000000000	-0.3283862258
865.2056667369	11.4451620579	7.4387115259	0.0000000000	-0.3256600162
865.2075000702	11.4797865865	7.4733855259	0.0000000000	-0.3229564390
865.2093334035	11.5140546639	7.5077025319	0.0000000000	-0.3202753066
865.2111667369	11.5479646742	7.5416609049	0.0000000000	-0.3176164324
865.2130000702	11.5815150110	7.5752590225	0.0000000000	-0.3149796319
865.2148334035	11.6147040787	7.6084952799	0.0000000000	-0.3123647216
865.2166667369	11.6475302930	7.6413680894	0.0000000000	-0.3097715198
865.2185000702	11.6799920815	7.6738758807	0.0000000000	-0.3071998465
865.2203334035	11.7120878847	7.7060171010	0.0000000000	-0.3046495227
865.2221667369	11.7438161570	7.7377902149	0.0000000000	-0.3021203713
865.2240000702	11.7751753674	7.7691937047	0.0000000000	-0.2996122165
865.2258334035	11.8061640010	7.8002260702	0.0000000000	-0.2971248841
865.2276667369	11.8367805595	7.8308858291	0.0000000000	-0.2946582010
865.2295000702	11.8670235627	7.8611715168	0.0000000000	-0.2922119960
865.2313334035	11.8968915491	7.8910816865	0.0000000000	-0.2897860990
865.2331667369	11.9263830774	7.9206149097	0.0000000000	-0.2873803413
865.2350000702	11.9554967273	7.9497697753	0.0000000000	-0.2849945559
865.2368334035	11.9842311001	7.9785448909	0.0000000000	-0.2826285769
865.2386667369	12.0125848201	8.0069388817	0.0000000000	-0.2802822399
865.2405000702	12.0405565351	8.0349503916	0.0000000000	-0.2779553818
865.2423334035	12.0681449169	8.0625780823	0.0000000000	-0.2756478409
865.2441667369	12.0953486624	8.0898206342	0.0000000000	-0.2733594568
865.2460000702	12.1221664935	8.1166767460	0.0000000000	-0.2710900705
865.2478334035	12.1485971579	8.1431451346	0.0000000000	-0.2688395243
865.2496667369	12.1746394290	8.1692245359	0.0000000000	-0.2666076618
865.2515000702	12.2002921062	8.1949137040	0.0000000000	-0.2643943278
865.2533334035	12.2255540150	8.2202114117	0.0000000000	-0.2621993686
865.2551667369	12.2504240063	8.2451164507	0.0000000000	-0.2600226315
865.2570000702	12.2749009568	8.2696276312	0.0000000000	-0.2578639654
865.2588334035	12.2989837682	8.2937437823	0.0000000000	-0.2557232202
865.2606667369	12.3226713664	8.3174637522	0.0000000000	-0.2536002471
865.2625000702	12.3459627017	8.3407864077	0.0000000000	-0.2514948986
865.2643334035	12.3688567472	8.3637106347	0.0000000000	-0.2494070284
865.2661667369	12.3913524984	8.3862353381	0.0000000000	-0.2473364913
865.2680000702	12.4134489724	8.4083594420	0.0000000000	-0.2452831435
865.2698334035	12.4351452067	8.4300818896	0.0000000000	-0.2432468423
865.2716667369	12.4564402579	8.4514016432	0.0000000000	-0.2412274461
865.2735000702	12.4773332016	8.4723176843	0.0000000000	-0.2392248146
865.2753334035	12.4978231302	8.4928290139	0.0000000000	-0.2372388086
865.2771667369	12.5179091526	8.5129346521	0.0000000000	-0.2352692902
865.2790000702	12.5375903929	8.5326336385	0.0000000000	-0.2333161223
865.2808334035	12.5568659894	8.5519250321	0.0000000000	-0.2313791694
865.2826667369	12.5757350934	8.5708079115	0.0000000000	-0.2294582967
865.2845000702	12.5941968687	8.5892813745	0.0000000000	-0.2275533708
865.2863334035	12.6122504904	8.6073445388	0.0000000000	-0.2256642593
865.2881667369	12.6298951442	8.6249965415	0.0000000000	-0.2237908308
865.2900000702	12.6471300260	8.6422365393	0.0000000000	-0.2219329553
865.2918334035	12.6639543410	8.6590637088	0.0000000000	-0.2200905036
865.2936667369	12.6803673033	8.6754772460	0.0000000000	-0.2182633476
865.2955000702	12.6963681361	8.6914763671	0.0000000000	-0.2164513604
865.2973334035	12.7119560706	8.7070603077	0.0000000000	-0.2146544159
865.2991667369	12.7271303469	8.7222283234	0.0000000000	-0.2128723895
865.3010000702	12.7418902136	8.7369796896	0.0000000000	-0.2111051571
865.3028334035	12.7562349278	8.7513137016	0.0000000000	-0.2093525960
865.3046667369	12.7701637562	8.7652296749	0.0000000000	-0.2076145844
865.3065000702	12.7836759747	8.7787269446	0.0000000000	-0.2058910015
865.3083334035	12.7967708699	8.7918048659	0.0000000000	-0.2041817275
865.3101667369	12.8094477389	8.8044628142	0.0000000000	-0.2024866436
865.3120000702	12.8217058910	8.8167001848	0.0000000000	-0.2008056320
865.3138334035	12.8335446479	8.8285163931	0.0000000000	-0.1991385759
865.3156667369	12.8449633451	8.8399108747	0.0000000000	-0.1974853595
865.3175000702	12.8559613331	8.8508830853	0.0000000000	-0.1958458677
865.3193334035	12.8665379779	8.8614325008	0.0000000000	-0.1942199868
865.3211667369	12.8766926628	8.8715586172	0.0000000000	-0.1926076037
865.3230000702	12.8864247893	8.8812609508	0.0000000000	-0.1910086063
865.3248334035	12.8957337783	8.8905390382	0.0000000000	-0.1894228836
865.3266667369	12.9046190710	8.8993924361	0.0000000000	-0.1878503252
865.3285000702	12.9130801308	8.9078207217	0.0000000000	-0.1862908220
865.3303334035	12.9211164435	8.9158234922	0.0000000000	-0.1847442655
865.3321667369	12.9287275190	8.9234003656	0.0000000000	-0.1832105483
865.3340000702	12.9359128918	8.9305509797	0.0000000000	-0.1816895638
865.3358334035	12.9426721224	8.9372749931	0.0000000000	-0.1801812062
865.3376667369	12.9490047977	8.9435720845	0.0000000000	-0.1786853708
865.3395000702	12.9549105316	8.9494419532	0.0000000000	-0.1772019536
865.3413334035	12.9603889660	8.9548843186	0.0000000000	-0.1757308514
865.3431667369	12.9654397710	8.9598989210	0.0000000000	-0.1742719622
865.3450000702	12.9700626452	8.9644855206	0.0000000000	-0.1728251843
865.3468334035	12.9742573159	8.9686438985	0.0000000000	-0.1713904174
865.3486667369	12.9780235392	8.9723738560	0.0000000000	-0.1699675617
865.3505000702	12.9813611000	8.9756752149	0.0000000000	-0.1685565183
865.3523334035	12.9842698116	8.9785478174	0.0000000000	-0.1671571892
865.3541667369	12.9867495157	8.9809915265	0.0000000000	-0.1657694771
865.3560000702	12.9888000816	8.9830062253	0.0000000000	-0.1643932855
865.3578334035	12.9904214059	8.9845918177	0.0000000000	-0.1630285189
865.3596667369	12.9916134117	8.9857482278	0.0000000000	-0.1616750823
865.3615000702	12.9923760480	8.9864754004	0.0000000000	-0.1603328818
865.3633334035	12.9927092889	8.9867733008	0.0000000000	-0.1590018239
865.3651667369	12.9926131325	8.9866419149	0.0000000000	-0.1576818163
865.3670000702	12.9920876001	8.9860812487	0.0000000000	-0.1563727672
865.3688334035	12.9911327355	8.9850913292	0.0000000000	-0.1550745857
865.3706667369	12.9897486035	8.9836722035	0.0000000000	-0.1537871814
865.3725000702	12.9879352894	8.9818239396	0.0000000000	-0.1525104649
865.3743334036	12.9856928976	8.9795466257	0.0000000000	-0.1512443475
865.3761667369	12.9830215512	8.9768403705	0.0000000000	-0.1499887413
865.3780000702	12.9799213905	8.9737053034	0.0000000000	-0.1487435588
865.3798334036	12.9763925727	8.9701415741	0.0000000000	-0.1475087137
865.3816667369	12.9724352707	8.9661493529	0.0000000000	-0.1462841201
865.3835000702	12.9680496727	8.9617288304	0.0000000000	-0.1450696928
865.3853334036	12.9632359816	8.9568802178	0.0000000000	-0.1438653475
865.3871667369	12.9579944143	8.9516037467	0.0000000000	-0.1426710005
865.3890000702	12.9523252016	8.9458996692	0.0000000000	-0.1414865688
865.3908334036	12.9462285876	8.9397682577	0.0000000000	-0.1403119701
865.3926667369	12.9397048301	8.9332098052	0.0000000000	-0.1391471226
865.3945000702	12.9327542001	8.9262246249	0.0000000000	-0.1379919456
865.3963334036	12.9253769821	8.9188130504	0.0000000000	-0.1368463586
865.3981667369	12.9175734745	8.9109754360	0.0000000000	-0.1357102821
865.4000000702	12.9093439896	8.9027121558	0.0000000000	-0.1345836372
865.4018334036	12.9006888547	8.8940236047	0.0000000000	-0.1334663455
865.4036667369	12.8916084119	8.8849101977	0.0000000000	-0.1323583293
865.4055000702	12.8821030195	8.8753723702	0.0000000000	-0.1312595117
865.4073334036	12.8721730525	8.8654105777	0.0000000000	-0.1301698163
865.4091667369	12.8618189034	8.8550252961	0.0000000000	-0.1290891674
865.4110000702	12.8510409833	8.8442170215	0.0000000000	-0.1280174899
865.4128334036	12.8398397227	8.8329862701	0.0000000000	-0.1269547093
865.4146667369	12.8282155730	8.8213335786	0.0000000000	-0.1259007517
865.4165000702	12.8161690068	8.8092595034	0.0000000000	-0.1248555439
865.4183334036	12.8037005196	8.7967646215	0.0000000000	-0.1238190132
865.4201667369	12.7908106306	8.7838495295	0.0000000000	-0.1227910877
865.4220000702	12.7774998839	8.7705148446	0.0000000000	-0.1217716958
865.4238334036	12.7637688491	8.7567612035	0.0000000000	-0.1207607667
865.4256667369	12.7496181228	8.7425892635	0.0000000000	-0.1197582303
865.4275000702	12.7350483288	8.7279997013	0.0000000000	-0.1187640167
865.4293334036	12.7200601197	8.7129932140	0.0000000000	-0.1177780569
865.4311667369	12.7046541768	8.6975705183	0.0000000000	-0.1168002824
865.4330000702	12.6888312112	8.6817323511	0.0000000000	-0.1158306252
865.4348334036	12.6725919640	8.6654794689	0.0000000000	-0.1148690180
865.4366667369	12.6559372069	8.6488126480	0.0000000000	-0.1139153939
865.4385000702	12.6388677422	8.6317326846	0.0000000000	-0.1129696866
865.4403334036	12.6213844028	8.6142403946	0.0000000000	-0.1120318304
865.4421667369	12.6034880525	8.5963366135	0.0000000000	-0.1111017601
865.4440000702	12.5851795857	8.5780221967	0.0000000000	-0.1101794112
865.4458334036	12.5664599267	8.5592980190	0.0000000000	-0.1092647194
865.4476667369	12.5473300298	8.5401649747	0.0000000000	-0.1083576213
865.4495000702	12.5277908783	8.5206239780	0.0000000000	-0.1074580537
865.4513334036	12.5078434842	8.5006759621	0.0000000000	-0.1065659542
865.4531667369	12.4874888870	8.4803218800	0.0000000000	-0.1056812608
865.4550000702	12.4667281530	8.4595627041	0.0000000000	-0.1048039119
865.4568334036	12.4455623742	8.4383994258	0.0000000000	-0.1039338467
865.4586667369	12.4239926676	8.4168330563	0.0000000000	-0.1030710046
865.4605000702	12.4020201734	8.3948646256	0.0000000000	-0.1022153257
865.4623334036	12.3796460545	8.3724951831	0.0000000000	-0.1013667505
865.4641667369	12.3568714949	8.3497257975	0.0000000000	-0.1005252200
865.4660000702	12.3336976987	8.3265575564	0.0000000000	-0.0996906758
865.4678334036	12.3101258886	8.3029915665	0.0000000000	-0.0988630598
865.4696667369	12.2861573051	8.2790289535	0.0000000000	-0.0980423146
865.4715000702	12.2617932051	8.2546708621	0.0000000000	-0.0972283830
865.4733334036	12.2370348606	8.2299184559	0.0000000000	-0.0964212086
865.4751667369	12.2118835581	8.2047729172	0.0000000000	-0.0956207352
865.4770000702	12.1863405974	8.1792354472	0.0000000000	-0.0948269073
865.4788334036	12.1604072907	8.1533072658	0.0000000000	-0.0940396695
865.4806667369	12.1340849617	8.1269896115	0.0000000000	-0.0932589673
865.4825000702	12.1073749451	8.1002837416	0.0000000000	-0.0924847463
865.4843334036	12.0802785862	8.0731909317	0.0000000000	-0.0917169528
865.4861667369	12.0527972401	8.0457124759	0.0000000000	-0.0909555334
865.4880000702	12.0249322716	8.0178496870	0.0000000000	-0.0902004352
865.4898334036	11.9966850548	7.9896038959	0.0000000000	-0.0894516057
865.4916667369	11.9680569737	7.9609764518	0.0000000000	-0.0887089928
865.4935000702	11.9390494213	7.9319687223	0.0000000000	-0.0879725450
865.4953334036	11.9096638006	7.9025820929	0.0000000000	-0.0872422111
865.4971667369	11.8799015245	7.8728179676	0.0000000000	-0.0865179403
865.4990000702	11.8497640167	7.8426777679	0.0000000000	-0.0857996822
865.5008334036	11.8192527114	7.8121629338	0.0000000000	-0.0850873871
865.5026667369	11.7883690549	7.7812749229	0.0000000000	-0.0843810052
865.5045000702	11.7571145057	7.7500152106	0.0000000000	-0.0836804877
865.5063334036	11.7254905353	7.7183852903	0.0000000000	-0.0829857857
865.5081667369	11.6934986293	7.6863866727	0.0000000000	-0.0822968511
865.5100000702	11.6611402883	7.6540208864	0.0000000000	-0.0816136358
865.5118334036	11.6284170284	7.6212894776	0.0000000000	-0.0809360926
865.5136667369	11.5953303825	7.5881940097	0.0000000000	-0.0802641741
865.5155000702	11.5618819010	7.5547360637	0.0000000000	-0.0795978338
865.5173334036	11.5280731529	7.5209172378	0.0000000000	-0.0789370254
865.5191667369	11.4939057264	7.4867391475	0.0000000000	-0.0782817029
865.5210000702	11.4593812296	7.4522034254	0.0000000000	-0.0776318208
865.5228334036	11.4245012918	7.4173117213	0.0000000000	-0.0769873339
865.5246667369	11.3892675635	7.3820657019	0.0000000000	-0.0763481974
865.5265000702	11.3536817171	7.3464670509	0.0000000000	-0.0757143670
865.5283334036	11.3177454479	7.3105174687	0.0000000000	-0.0750857984
865.5301667369	11.2814604736	7.2742186726	0.0000000000	-0.0744624482
865.5320000702	11.2448285352	7.2375723966	0.0000000000	-0.0738442729
865.5338334036	11.2078513968	7.2005803912	0.0000000000	-0.0732312296
865.5356667369	11.1705308456	7.1632444235	0.0000000000	-0.0726232757
865.5375000702	11.1328686918	7.1255662769	0.0000000000	-0.0720203690
865.5393334036	11.0948667685	7.0875477513	0.0000000000	-0.0714224675
865.5411667369	11.0565269309	7.0491906629	0.0000000000	-0.0708295296
865.5430000702	11.0178510563	7.0104968438	0.0000000000	-0.0702415142
865.5448334036	10.9788410429	6.9714681424	0.0000000000	-0.0696583805
865.5466667369	10.9394988096	6.9321064230	0.0000000000	-0.0690800878
865.5485000702	10.8998262948	6.8924135660	0.0000000000	-0.0685065960
865.5503334036	10.8598254557	6.8523914674	0.0000000000	-0.0679378652
865.5521667369	10.8194982671	6.8120420390	0.0000000000	-0.0673738560
865.5540000702	10.7788467206	6.7713672082	0.0000000000	-0.0668145291
865.5558334036	10.7378728234	6.7303689180	0.0000000000	-0.0662598456
865.5576667369	10.6965785968	6.6890491269	0.0000000000	-0.0657097670
865.5595000702	10.6549660757	6.6474098087	0.0000000000	-0.0651642551
865.5613334036	10.6130373070	6.6054529524	0.0000000000	-0.0646232719
865.5631667369	10.5707943487	6.5631805622	0.0000000000	-0.0640867799
865.5650000702	10.5282392683	6.5205946574	0.0000000000	-0.0635547417
865.5668334036	10.4853741426	6.4776972723	0.0000000000	-0.0630271205
865.5686667369	10.4422010559	6.4344904561	0.0000000000	-0.0625038795
865.5705000702	10.3987220995	6.3909762727	0.0000000000	-0.0619849823
865.5723334036	10.3549393705	6.3471568006	0.0000000000	-0.0614703929
865.5741667369	10.3108549717	6.3030341332	0.0000000000	-0.0609600756
865.5760000702	10.2664710103	6.2586103780	0.0000000000	-0.0604539949
865.5778334036	10.2217895975	6.2138876572	0.0000000000	-0.0599521155
865.5796667369	10.1768128486	6.1688681071	0.0000000000	-0.0594544027
865.5815000702	10.1315428820	6.1235538783	0.0000000000	-0.0589608218
865.5833334036	10.0859818198	6.0779471352	0.0000000000	-0.0584713385
865.5851667369	10.0401317872	6.0320500565	0.0000000000	-0.0579859189
865.5870000702	9.9939949129	5.9858648347	0.0000000000	-0.0575045291
865.5888334036	9.9475733294	5.9393936759	0.0000000000	-0.0570271357
865.5906667369	9.9008691732	5.8926388001	0.0000000000	-0.0565537056
865.5925000702	9.8538845855	5.8456024405	0.0000000000	-0.0560842058
865.5943334036	9.8066217127	5.7982868442	0.0000000000	-0.0556186038
865.5961667369	9.7590827071	5.7506942713	0.0000000000	-0.0551568670
865.5980000702	9.7112697280	5.7028269952	0.0000000000	-0.0546989636
865.5998334036	9.6631849419	5.6546873025	0.0000000000	-0.0542448616
865.6016667369	9.6148305243	5.6062774928	0.0000000000	-0.0537945295
865.6035000702	9.5662086600	5.5575998785	0.0000000000	-0.0533479359
865.6053334036	9.5173215446	5.5086567849	0.0000000000	-0.0529050499
865.6071667369	9.4681713853	5.4594505500	0.0000000000	-0.0524658407
865.6090000702	9.4187604021	5.4099835242	0.0000000000	-0.0520302777
865.6108334036	9.3690908286	5.3602580706	0.0000000000	-0.0515983307
865.6126667369	9.3191649133	5.3102765645	0.0000000000	-0.0511699697
865.6145000702	9.2689849206	5.2600413933	0.0000000000	-0.0507451648
865.6163334036	9.2185531312	5.2095549569	0.0000000000	-0.0503238866
865.6181667369	9.1678718437	5.1588196668	0.0000000000	-0.0499061058
865.6200000702	9.1169433747	5.1078379466	0.0000000000	-0.0494917933
865.6218334036	9.0657700598	5.0566122317	0.0000000000	-0.0490809204
865.6236667369	9.0143542542	5.0051449690	0.0000000000	-0.0486734585
865.6255000702	8.9626983328	4.9534386171	0.0000000000	-0.0482693793
865.6273334036	8.9108046909	4.9014956459	0.0000000000	-0.0478686546
865.6291667369	8.8586757441	4.8493185366	0.0000000000	-0.0474712567
865.6310000702	8.8063139284	4.7969097817	0.0000000000	-0.0470771580
865.6328334036	8.7537217005	4.7442718847	0.0000000000	-0.0466863310
865.6346667369	8.7009015369	4.6914073599	0.0000000000	-0.0462987486
865.6365000702	8.6478559343	4.6383187328	0.0000000000	-0.0459143838
865.6383334036	8.5945874086	4.5850085393	0.0000000000	-0.0455332100
865.6401667369	8.5410984945	4.5314793259	0.0000000000	-0.0451552006
865.6420000703	8.4873917451	4.4777336496	0.0000000000	-0.0447803294
865.6438334036	8.4334697306	4.4237740778	0.0000000000	-0.0444085703
865.6456667369	8.3793350379	4.3696031882	0.0000000000	-0.0440398975
865.6475000703	8.3249902692	4.3152235682	0.0000000000	-0.0436742853
865.6493334036	8.2704380414	4.2606378157	0.0000000000	-0.0433117084
865.6511667369	8.2156809849	4.2058485381	0.0000000000	-0.0429521416
865.6530000703	8.1607217425	4.1508583525	0.0000000000	-0.0425955598
865.6548334036	8.1055629682	4.0956698859	0.0000000000	-0.0422419383
865.6566667369	8.0502073260	4.0402857745	0.0000000000	-0.0418912525
865.6585000703	7.9946574894	3.9847086639	0.0000000000	-0.0415434781
865.6603334036	7.9389161394	3.9289412090	0.0000000000	-0.0411985908
865.6621667369	7.8829859641	3.8729860736	0.0000000000	-0.0408565667
865.6640000703	7.8268696578	3.8168459308	0.0000000000	-0.0405173820
865.6658334036	7.7705699196	3.7605234622	0.0000000000	-0.0401810133
865.6676667369	7.7140894530	3.7040213584	0.0000000000	-0.0398474369
865.6695000703	7.6574309647	3.6473423182	0.0000000000	-0.0395166299
865.6713334036	7.6005971648	3.5904890493	0.0000000000	-0.0391885692
865.6731667369	7.5435907654	3.5334642674	0.0000000000	-0.0388632320
865.6750000703	7.4864144806	3.4762706965	0.0000000000	-0.0385405957
865.6768334036	7.4290710264	3.4189110687	0.0000000000	-0.0382206379
865.6786667369	7.3715631201	3.3613881240	0.0000000000	-0.0379033363
865.6805000703	7.3138934807	3.3037046102	0.0000000000	-0.0375886689
865.6823334036	7.2560648287	3.2458632827	0.0000000000	-0.0372766138
865.6841667369	7.1980798866	3.1878669045	0.0000000000	-0.0369671493
865.6860000703	7.1399413788	3.1297182462	0.0000000000	-0.0366602540
865.6878334036	7.0816520325	3.0714200852	0.0000000000	-0.0363559064
865.6896667369	7.0232145779	3.0129752065	0.0000000000	-0.0360540856
865.6915000703	6.9646317492	2.9543864020	0.0000000000	-0.0357547703
865.6933334036	6.9059062848	2.8956564702	0.0000000000	-0.0354579400
865.6951667369	6.8470409285	2.8367882167	0.0000000000	-0.0351635739
865.6970000703	6.7880384302	2.7777844536	0.0000000000	-0.0348716515
865.6988334036	6.7289015467	2.7186479993	0.0000000000	-0.0345821527
865.7006667369	6.6696330427	2.6593816787	0.0000000000	-0.0342950572
865.7025000703	6.6102356915	2.5999883229	0.0000000000	-0.0340103451
865.7043334036	6.5507122762	2.5404707691	0.0000000000	-0.0337279967
865.7061667369	6.4910655904	2.4808318604	0.0000000000	-0.0334479923
865.7080000703	6.4312984388	2.4210744455	0.0000000000	-0.0331703124
865.7098334036	6.3714136385	2.3612013790	0.0000000000	-0.0328949378
865.7116667369	6.3114140191	2.3012155211	0.0000000000	-0.0326218494
865.7135000703	6.2513024239	2.2411197371	0.0000000000	-0.0323510280
865.7153334036	6.1910817099	2.1809168977	0.0000000000	-0.0320824550
865.7171667369	6.1307547488	2.1206098787	0.0000000000	-0.0318161116
865.7190000703	6.0703244268	2.0602015610	0.0000000000	-0.0315519793
865.7208334036	6.0097936450	1.9996948302	0.0000000000	-0.0312900399
865.7226667369	5.9491653195	1.9390925765	0.0000000000	-0.0310302750
865.7245000703	5.8884423815	1.8783976949	0.0000000000	-0.0307726666
865.7263334036	5.8276277766	1.8176130847	0.0000000000	-0.0305171969
865.7281667369	5.7667244651	1.7567416496	0.0000000000	-0.0302638480
865.7300000703	5.7057354211	1.6957862971	0.0000000000	-0.0300126024
865.7318334036	5.6446636321	1.6347499392	0.0000000000	-0.0297634426
865.7336667369	5.5835120983	1.5736354913	0.0000000000	-0.0295163513
865.7355000703	5.5222838317	1.5124458730	0.0000000000	-0.0292713113
865.7373334036	5.4609818552	1.4511840071	0.0000000000	-0.0290283056
865.7391667369	5.3996092018	1.3898528200	0.0000000000	-0.0287873173
865.7410000703	5.3381689131	1.3284552415	0.0000000000	-0.0285483296
865.7428334036	5.2766640384	1.2669942044	0.0000000000	-0.0283113259
865.7446667369	5.2150976334	1.2054726447	0.0000000000	-0.0280762899
865.7465000703	5.1534727592	1.1438935011	0.0000000000	-0.0278432050
865.7483334036	5.0917924802	1.0822597151	0.0000000000	-0.0276120552
865.7501667369	5.0300598640	1.0205742311	0.0000000000	-0.0273828243
