Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	97.4295556851	-0.0000349716	0.0000000000	62802707.0733527390
30250.0109866692	97.7749893063	-0.0000347255	0.0000000000	62808366.2199991870
30250.0164866692	98.1204515556	-0.0000344819	0.0000000000	62813256.5972705330
30250.0219866692	98.4659381955	-0.0000342408	0.0000000000	62817375.3849325400
30250.0274866692	98.8114449733	-0.0000340023	0.0000000000	62820719.8316931870
30250.0329866692	99.1569676215	-0.0000337662	0.0000000000	62823287.2658978780
30250.0384866692	99.5025018580	-0.0000335326	0.0000000000	62825075.1059666500
30250.0439866692	99.8480433870	-0.0000333013	0.0000000000	62826080.8705444630
30250.0494866692	100.1935878992	-0.0000330725	0.0000000000	62826302.1883176570
30250.0549866692	100.5391310729	-0.0000328460	0.0000000000	62825736.8074650020
30250.0604866692	100.8846685742	-0.0000326218	0.0000000000	62824382.6047066970
30250.0659866692	101.2301960581	-0.0000323999	0.0000000000	62822237.5939172210
30250.0714866692	101.5757091692	-0.0000321803	0.0000000000	62819299.9342716110
30250.0769866692	101.9212035422	-0.0000319630	0.0000000000	62815567.9378899630
30250.0824866692	102.2666748034	-0.0000317478	0.0000000000	62811040.0769596470
30250.0879866692	102.6121185708	-0.0000315348	0.0000000000	62805714.9903002830
30250.0934866692	102.9575304560	-0.0000313240	0.0000000000	62799591.4893552660
30250.0989866692	103.3029060642	-0.0000311153	0.0000000000	62792668.5635702540
30250.1044866692	103.6482409957	-0.0000309087	0.0000000000	62784945.3851682250
30250.1099866692	103.9935308472	-0.0000307042	0.0000000000	62776421.3132712990
30250.1154866692	104.3387712120	-0.0000305017	0.0000000000	62767095.8973795030
30250.1209866692	104.6839576819	-0.0000303013	0.0000000000	62756968.8801714630
30250.1264866692	105.0290858478	-0.0000301028	0.0000000000	62746040.1996337030
30250.1319866692	105.3741513009	-0.0000299064	0.0000000000	62734309.9905001450
30250.1374866692	105.7191496338	-0.0000297119	0.0000000000	62721778.5850037710
30250.1429866692	106.0640764415	-0.0000295193	0.0000000000	62708446.5129189860
30250.1484866692	106.4089273226	-0.0000293286	0.0000000000	62694314.5009397940
30250.1539866692	106.7536978804	-0.0000291398	0.0000000000	62679383.4713172990
30250.1594866692	107.0983837238	-0.0000289529	0.0000000000	62663654.5398568660
30250.1649866692	107.4429804685	-0.0000287678	0.0000000000	62647129.0132004470
30250.1704866692	107.7874837380	-0.0000285846	0.0000000000	62629808.3854466160
30250.1759866692	108.1318891647	-0.0000284031	0.0000000000	62611694.3341197670
30250.1814866692	108.4761923907	-0.0000282234	0.0000000000	62592788.7154656950
30250.1869866692	108.8203890688	-0.0000280455	0.0000000000	62573093.5591602700
30250.1924866692	109.1644748637	-0.0000278693	0.0000000000	62552611.0623725210
30250.1979866691	109.5084454526	-0.0000276948	0.0000000000	62531343.5832567210
30250.2034866691	109.8522965261	-0.0000275220	0.0000000000	62509293.6338808010
30250.2089866691	110.1960237894	-0.0000273509	0.0000000000	62486463.8726199720
30250.2144866691	110.5396229624	-0.0000271815	0.0000000000	62462857.0960071380
30250.2199866691	110.8830897810	-0.0000270136	0.0000000000	62438476.2301691320
30250.2254866691	111.2264199976	-0.0000268474	0.0000000000	62413324.3217376920
30250.2309866691	111.5696093816	-0.0000266828	0.0000000000	62387404.5284074620
30250.2364866691	111.9126537203	-0.0000265198	0.0000000000	62360720.1090831310
30250.2419866691	112.2555488190	-0.0000263583	0.0000000000	62333274.4136531650
30250.2474866691	112.5982905019	-0.0000261983	0.0000000000	62305070.8725237250
30250.2529866691	112.9408746121	-0.0000260399	0.0000000000	62276112.9858467800
30250.2584866691	113.2832970122	-0.0000258830	0.0000000000	62246404.3124739230
30250.2639866691	113.6255535848	-0.0000257276	0.0000000000	62215948.4588362570
30250.2694866691	113.9676402320	-0.0000255736	0.0000000000	62184749.0675322120
30250.2749866691	114.3095528763	-0.0000254212	0.0000000000	62152809.8059191330
30250.2804866691	114.6512874605	-0.0000252701	0.0000000000	62120134.3545953930
30250.2859866691	114.9928399474	-0.0000251205	0.0000000000	62086726.3958664760
30250.2914866691	115.3342063202	-0.0000249722	0.0000000000	62052589.6022389010
30250.2969866691	115.6753825822	-0.0000248254	0.0000000000	62017727.6249182820
30250.3024866691	116.0163647566	-0.0000246799	0.0000000000	61982144.0825268180
30250.3079866691	116.3571488865	-0.0000245358	0.0000000000	61945842.5498505910
30250.3134866691	116.6977310343	-0.0000243931	0.0000000000	61908826.5468628260
30250.3189866691	117.0381072819	-0.0000242516	0.0000000000	61871099.5278746710
30250.3244866691	117.3782737295	-0.0000241115	0.0000000000	61832664.8710518630
30250.3299866691	117.7182264960	-0.0000239727	0.0000000000	61793525.8682066500
30250.3354866691	118.0579617178	-0.0000238352	0.0000000000	61753685.7148792820
30250.3409866691	118.3974755488	-0.0000236989	0.0000000000	61713147.5008676950
30250.3464866691	118.7367641592	-0.0000235639	0.0000000000	61671914.2011540980
30250.3519866691	119.0758237355	-0.0000234301	0.0000000000	61629988.6672054230
30250.3574866691	119.4146504792	-0.0000232975	0.0000000000	61587373.6188746540
30250.3629866691	119.7532406066	-0.0000231662	0.0000000000	61544071.6367274820
30250.3684866691	120.0915903474	-0.0000230361	0.0000000000	61500085.1549415590
30250.3739866691	120.4296959443	-0.0000229071	0.0000000000	61455416.4546982500
30250.3794866691	120.7675536522	-0.0000227793	0.0000000000	61410067.6582630570
30250.3849866691	121.1051597369	-0.0000226527	0.0000000000	61364040.7236406950
30250.3904866690	121.4425104746	-0.0000225272	0.0000000000	61317337.4397779700
30250.3959866690	121.7796021506	-0.0000224029	0.0000000000	61269959.4225401360
30250.4014866690	122.1164310588	-0.0000222797	0.0000000000	61221908.1112174540
30250.4069866690	122.4529935001	-0.0000221576	0.0000000000	61173184.7658092680
30250.4124866690	122.7892857820	-0.0000220366	0.0000000000	61123790.4649399740
30250.4179866690	123.1253042172	-0.0000219167	0.0000000000	61073726.1044703950
30250.4234866690	123.4610451227	-0.0000217978	0.0000000000	61022992.3967831510
30250.4289866690	123.7965048190	-0.0000216800	0.0000000000	60971589.8707971270
30250.4344866690	124.1316796287	-0.0000215633	0.0000000000	60919518.8726941350
30250.4399866690	124.4665658760	-0.0000214476	0.0000000000	60866779.5672359240
30250.4454866690	124.8011598850	-0.0000213329	0.0000000000	60813371.9399142710
30250.4509866690	125.1354579796	-0.0000212193	0.0000000000	60759295.7996548560
30250.4564866690	125.4694564817	-0.0000211066	0.0000000000	60704550.7822662890
30250.4619866690	125.8031517109	-0.0000209950	0.0000000000	60649136.3545487370
30250.4674866690	126.1365399833	-0.0000208843	0.0000000000	60593051.8189406020
30250.4729866690	126.4696176105	-0.0000207747	0.0000000000	60536296.3189308940
30250.4784866690	126.8023808990	-0.0000206659	0.0000000000	60478868.8449719620
30250.4839866690	127.1348261493	-0.0000205582	0.0000000000	60420768.2410230790
30250.4894866690	127.4669496550	-0.0000204513	0.0000000000	60361993.2116305010
30250.4949866690	127.7987477021	-0.0000203455	0.0000000000	60302542.3295610850
30250.5004866690	128.1302165686	-0.0000202405	0.0000000000	60242414.0438947680
30250.5059866690	128.4613525232	-0.0000201364	0.0000000000	60181606.6886018810
30250.5114866690	128.7921518255	-0.0000200333	0.0000000000	60120118.4916330580
30250.5169866690	129.1226107248	-0.0000199310	0.0000000000	60057947.5842599200
30250.5224866690	129.4527254598	-0.0000198297	0.0000000000	59995092.0109588130
30250.5279866690	129.7824922582	-0.0000197292	0.0000000000	59931549.7395203710
30250.5334866690	130.1119073366	-0.0000196296	0.0000000000	59867318.6714825330
30250.5389866690	130.4409668994	-0.0000195308	0.0000000000	59802396.6528618860
30250.5444866690	130.7696671394	-0.0000194329	0.0000000000	59736781.4850208980
30250.5499866690	131.0980042369	-0.0000193358	0.0000000000	59670470.9357898760
30250.5554866690	131.4259743602	-0.0000192396	0.0000000000	59603462.7506630570
30250.5609866690	131.7535736647	-0.0000191442	0.0000000000	59535754.6641731930
30250.5664866690	132.0807982937	-0.0000190496	0.0000000000	59467344.4112140690
30250.5719866690	132.4076443780	-0.0000189558	0.0000000000	59398229.7385067940
30250.5774866690	132.7341080359	-0.0000188628	0.0000000000	59328408.4158967060
30250.5829866689	133.0601853738	-0.0000187706	0.0000000000	59257878.2476173120
30250.5884866689	133.3858724859	-0.0000186792	0.0000000000	59186637.0835722680
30250.5939866689	133.7111654550	-0.0000185885	0.0000000000	59114682.8302301620
30250.5994866689	134.0360603525	-0.0000184987	0.0000000000	59042013.4615345750
30250.6049866689	134.3605532389	-0.0000184096	0.0000000000	58968627.0294520410
30250.6104866689	134.6846401641	-0.0000183212	0.0000000000	58894521.6742247490
30250.6159866689	135.0083171685	-0.0000182336	0.0000000000	58819695.6344949450
30250.6214866689	135.3315802827	-0.0000181467	0.0000000000	58744147.2567942220
30250.6269866689	135.6544255289	-0.0000180606	0.0000000000	58667875.0049844380
30250.6324866689	135.9768489212	-0.0000179751	0.0000000000	58590877.4689274580
30250.6379866689	136.2988464662	-0.0000178904	0.0000000000	58513153.3729272710
30250.6434866689	136.6204141642	-0.0000178064	0.0000000000	58434701.5836882440
30250.6489866689	136.9415480095	-0.0000177231	0.0000000000	58355521.1175951730
30250.6544866689	137.2622439917	-0.0000176405	0.0000000000	58275611.1476716400
30250.6599866689	137.5824980963	-0.0000175586	0.0000000000	58194971.0097878130
30250.6654866689	137.9023063057	-0.0000174774	0.0000000000	58113600.2083726670
30250.6709866689	138.2216646000	-0.0000173968	0.0000000000	58031498.4215299860
30250.6764866689	138.5405689584	-0.0000173170	0.0000000000	57948665.5054340510
