Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	74.5580173040	-0.0000261152	-38.2196828088	33687155.6439141780
30250.0109866692	74.7429938315	-0.0000260303	-38.2188231973	33593997.6321843270
30250.0164866692	74.9274584486	-0.0000259460	-38.2179647035	33500978.6156330370
30250.0219866692	75.1114118676	-0.0000258624	-38.2171073235	33408082.3969840000
30250.0274866692	75.2948547079	-0.0000257794	-38.2162510533	33315291.5813039650
30250.0329866692	75.4777874896	-0.0000256971	-38.2153958890	33222587.6460023040
30250.0384866692	75.6602106272	-0.0000256153	-38.2145418266	33129951.0149254840
30250.0439866692	75.8421244247	-0.0000255342	-38.2136888622	33037361.1357364650
30250.0494866692	76.0235290697	-0.0000254537	-38.2128369919	32944796.5608208400
30250.0549866692	76.2044246295	-0.0000253738	-38.2119862119	32852235.0308715370
30250.0604866692	76.3848110464	-0.0000252945	-38.2111365182	32759653.5613912530
30250.0659866692	76.5646881343	-0.0000252158	-38.2102879072	32667028.5314686670
30250.0714866692	76.7440555752	-0.0000251376	-38.2094403749	32574335.7743814290
30250.0769866692	76.9229129168	-0.0000250601	-38.2085939175	32481550.6702198010
30250.0824866692	77.1012595701	-0.0000249831	-38.2077485313	32388648.2395080590
30250.0879866692	77.2790948080	-0.0000249068	-38.2069042125	32295603.2380137590
30250.0934866692	77.4564177637	-0.0000248309	-38.2060609574	32202390.2521568200
30250.0989866692	77.6332274305	-0.0000247557	-38.2052187622	32108983.7946536130
30250.1044866692	77.8095226615	-0.0000246810	-38.2043776233	32015358.4001692940
30250.1099866692	77.9853021701	-0.0000246069	-38.2035375368	31921488.7204803600
30250.1154866692	78.1605645309	-0.0000245333	-38.2026984993	31827349.6189626720
30250.1209866692	78.3353081813	-0.0000244602	-38.2018605069	31732916.2638986450
30250.1264866692	78.5095314232	-0.0000243877	-38.2010235561	31638164.2202406190
30250.1319866692	78.6832324257	-0.0000243158	-38.2001876433	31543069.5398237890
30250.1374866692	78.8564092283	-0.0000242443	-38.1993527648	31447608.8492149380
30250.1429866692	79.0290597435	-0.0000241734	-38.1985189170	31351759.4352912340
30250.1484866692	79.2011817619	-0.0000241031	-38.1976860965	31255499.3278187360
30250.1539866692	79.3727729553	-0.0000240332	-38.1968542995	31158807.3792373050
30250.1594866692	79.5438308824	-0.0000239639	-38.1960235227	31061663.3408967550
30250.1649866692	79.7143529938	-0.0000238951	-38.1951937624	30964047.9358365570
30250.1704866692	79.8843366370	-0.0000238268	-38.1943650152	30865942.9274659900
30250.1759866692	80.0537790632	-0.0000237590	-38.1935372776	30767331.1841723880
30250.1814866692	80.2226774328	-0.0000236917	-38.1927105462	30668196.7396221200
30250.1869866692	80.3910288225	-0.0000236249	-38.1918848174	30568524.8483105040
30250.1924866692	80.5588302320	-0.0000235587	-38.1910600878	30468302.0364833880
30250.1979866691	80.7260785911	-0.0000234929	-38.1902363540	30367516.1478628480
30250.2034866691	80.8927707672	-0.0000234276	-38.1894136126	30266156.3843626830
30250.2089866691	81.0589035728	-0.0000233628	-38.1885918603	30164213.3415354940
30250.2144866691	81.2244737733	-0.0000232985	-38.1877710935	30061679.0383139890
30250.2199866691	81.3894780949	-0.0000232346	-38.1869513091	29958546.9416754800
30250.2254866691	81.5539132325	-0.0000231713	-38.1861325036	29854811.9852440840
30250.2309866691	81.7177758582	-0.0000231084	-38.1853146737	29750470.5824679060
30250.2364866691	81.8810626291	-0.0000230460	-38.1844978162	29645520.6340300960
30250.2419866691	82.0437701953	-0.0000229841	-38.1836819277	29539961.5294387970
30250.2474866691	82.2058952089	-0.0000229227	-38.1828670049	29433794.1429148800
30250.2529866691	82.3674343312	-0.0000228617	-38.1820530445	29327020.8235713020
30250.2584866691	82.5283842414	-0.0000228012	-38.1812400435	29219645.3798672780
30250.2639866691	82.6887416441	-0.0000227411	-38.1804279984	29111673.0584730250
30250.2694866691	82.8485032776	-0.0000226815	-38.1796169061	29003110.5175301210
30250.2749866691	83.0076659211	-0.0000226224	-38.1788067633	28893965.7946106270
30250.2804866691	83.1662264026	-0.0000225637	-38.1779975670	28784248.2692423020
30250.2859866691	83.3241816058	-0.0000225055	-38.1771893139	28673968.6202963930
30250.2914866691	83.4815284772	-0.0000224477	-38.1763820008	28563138.7784219350
30250.2969866691	83.6382640330	-0.0000223903	-38.1755756247	28451771.8736360710
30250.3024866691	83.7943853652	-0.0000223334	-38.1747701823	28339882.1782181860
30250.3079866691	83.9498896478	-0.0000222770	-38.1739656707	28227485.0454161130
30250.3134866691	84.1047741428	-0.0000222210	-38.1731620866	28114596.8437420390
30250.3189866691	84.2590362051	-0.0000221654	-38.1723594270	28001234.8875241650
30250.3244866691	84.4126732878	-0.0000221102	-38.1715576889	27887417.3636798300
30250.3299866691	84.5656829466	-0.0000220555	-38.1707568691	27773163.2552004200
30250.3354866691	84.7180628441	-0.0000220012	-38.1699569647	27658492.2616102290
30250.3409866691	84.8698107531	-0.0000219474	-38.1691579725	27543424.7164370600
30250.3464866691	85.0209245604	-0.0000218939	-38.1683598897	27427981.5023894460
30250.3519866691	85.1714022689	-0.0000218409	-38.1675627132	27312183.9643436220
30250.3574866691	85.3212420003	-0.0000217883	-38.1667664399	27196053.8205021730
30250.3629866691	85.4704419967	-0.0000217361	-38.1659710670	27079613.0719205360
