Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	83.4906644943	-0.0000238573	-34.5123127188	39194336.1932533230
30250.0109866692	83.7058858135	-0.0000237710	-34.5115098046	39087400.8984805120
30250.0164866692	83.9205189503	-0.0000236854	-34.5107079979	38980457.7010814030
30250.0219866692	84.1345639518	-0.0000236005	-34.5099072946	38873534.2631106820
30250.0274866692	84.3480210130	-0.0000235162	-34.5091076906	38766656.9820935650
30250.0329866692	84.5608904697	-0.0000234327	-34.5083091819	38659850.9066481290
30250.0384866692	84.7731727911	-0.0000233498	-34.5075117645	38553139.6569249410
30250.0439866692	84.9848685712	-0.0000232676	-34.5067154345	38446545.3501875550
30250.0494866692	85.1959785207	-0.0000231860	-34.5059201877	38340088.5316319170
30250.0549866692	85.4065034580	-0.0000231051	-34.5051260203	38233788.1107034160
30250.0604866692	85.6164442999	-0.0000230249	-34.5043329284	38127661.3033345710
30250.0659866692	85.8258020525	-0.0000229453	-34.5035409079	38021723.5802064020
30250.0714866692	86.0345778010	-0.0000228663	-34.5027499551	37915988.6211221370
30250.0769866692	86.2427726998	-0.0000227879	-34.5019600660	37810468.2757771310
30250.0824866692	86.4503879626	-0.0000227102	-34.5011712367	37705172.5309072360
30250.0879866692	86.6574248520	-0.0000226331	-34.5003834635	37600109.4844032230
30250.0934866692	86.8638846687	-0.0000225565	-34.4995967425	37495285.3258216680
30250.0989866692	87.0697687413	-0.0000224806	-34.4988110699	37390704.3237056580
30250.1044866692	87.2750784156	-0.0000224053	-34.4980264419	37286368.8199368120
30250.1099866692	87.4798150442	-0.0000223305	-34.4972428548	37182279.2306869480
30250.1154866692	87.6839799754	-0.0000222564	-34.4964603047	37078434.0543860050
30250.1209866692	87.8875745434	-0.0000221828	-34.4956787879	36974829.8863696830
30250.1264866692	88.0906000572	-0.0000221098	-34.4948983009	36871461.4404012930
30250.1319866692	88.2930577911	-0.0000220373	-34.4941188397	36768321.5767542050
30250.1374866692	88.4949489739	-0.0000219654	-34.4933404008	36665401.3369007040
30250.1429866692	88.6962747794	-0.0000218941	-34.4925629805	36562689.9846039710
30250.1484866692	88.8970363168	-0.0000218233	-34.4917865752	36460175.0533185230
30250.1539866692	89.0972346210	-0.0000217530	-34.4910111812	36357842.3997486900
30250.1594866692	89.2968706442	-0.0000216833	-34.4902367949	36255676.2630806860
30250.1649866692	89.4959452465	-0.0000216141	-34.4894634128	36153659.3301039410
30250.1704866692	89.6944591882	-0.0000215455	-34.4886910312	36051772.8057613300
30250.1759866692	89.8924131214	-0.0000214773	-34.4879196465	35949996.4888134520
30250.1814866692	90.0898075830	-0.0000214097	-34.4871492554	35848308.8523026850
30250.1869866692	90.2866429870	-0.0000213425	-34.4863798542	35746687.1287897080
30250.1924866692	90.4829196190	-0.0000212759	-34.4856114394	35645107.3997954060
30250.1979866691	90.6786376290	-0.0000212098	-34.4848440075	35543544.6891297770
30250.2034866691	90.8737970268	-0.0000211442	-34.4840775551	35441973.0599611030
30250.2089866691	91.0683976767	-0.0000210790	-34.4833120787	35340365.7148623840
30250.2144866691	91.2624392928	-0.0000210144	-34.4825475749	35238695.0991199310
30250.2199866691	91.4559214359	-0.0000209502	-34.4817840402	35136933.0061616300
30250.2254866691	91.6488435096	-0.0000208865	-34.4810214712	35035050.6853105720
30250.2309866691	91.8412047580	-0.0000208233	-34.4802598646	34933018.9511750940
