Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	96.9200253782	-0.0000323360	-4.4103585030	62675172.8246093990
30250.0109866692	97.2647275378	-0.0000321177	-4.4102183052	62671609.2013061270
30250.0164866692	97.6094079617	-0.0000319015	-4.4100784057	62667388.0934556650
30250.0219866692	97.9540630259	-0.0000316876	-4.4099388034	62662507.0455381350
30250.0274866692	98.2986890918	-0.0000314758	-4.4097994968	62656963.2751873580
30250.0329866692	98.6432825044	-0.0000312661	-4.4096604847	62650753.6831987800
30250.0384866692	98.9878395909	-0.0000310586	-4.4095217657	62643874.8647462350
30250.0439866692	99.3323566586	-0.0000308531	-4.4093833385	62636323.1217626780
30250.0494866692	99.6768299935	-0.0000306497	-4.4092452019	62628094.4764375540
30250.0549866692	100.0212558592	-0.0000304483	-4.4091073547	62619184.6858024900
30250.0604866692	100.3656304947	-0.0000302489	-4.4089697954	62609589.2573123570
30250.0659866692	100.7099501138	-0.0000300516	-4.4088325229	62599303.4654077070
30250.0714866692	101.0542109036	-0.0000298561	-4.4086955358	62588322.3689516930
30250.0769866692	101.3984090232	-0.0000296626	-4.4085588330	62576640.8295333310
30250.0824866692	101.7425406030	-0.0000294711	-4.4084224132	62564253.5305047480
30250.0879866692	102.0866017437	-0.0000292814	-4.4082862751	62551154.9967406020
30250.0934866692	102.4305885151	-0.0000290936	-4.4081504176	62537339.6150074300
30250.0989866692	102.7744969561	-0.0000289076	-4.4080148393	62522801.6548947240
30250.1044866692	103.1183230737	-0.0000287234	-4.4078795391	62507535.2901827540
30250.1099866692	103.4620628423	-0.0000285411	-4.4077445158	62491534.6206790730
30250.1154866692	103.8057122041	-0.0000283605	-4.4076097681	62474793.6942761610
30250.1209866692	104.1492670682	-0.0000281816	-4.4074752949	62457306.5292941110
30250.1264866692	104.4927233108	-0.0000280046	-4.4073410949	62439067.1369677780
30250.1319866692	104.8360767752	-0.0000278292	-4.4072071670	62420069.5439896290
30250.1374866692	105.1793232721	-0.0000276555	-4.4070735099	62400307.8150170220
30250.1429866692	105.5224585794	-0.0000274835	-4.4069401226	62379776.0751433750
30250.1484866692	105.8654784434	-0.0000273132	-4.4068070038	62358468.5320934060
30250.1539866692	106.2083785786	-0.0000271445	-4.4066741523	62336379.4982307850
30250.1594866692	106.5511546685	-0.0000269774	-4.4065415671	62313503.4121763930
30250.1649866692	106.8938023669	-0.0000268119	-4.4064092469	62289834.8600234170
30250.1704866692	107.2363172979	-0.0000266480	-4.4062771907	62265368.5960300120
30250.1759866692	107.5786950577	-0.0000264856	-4.4061453972	62240099.5627343880
30250.1814866692	107.9209312152	-0.0000263248	-4.4060138654	62214022.9104431420
30250.1869866692	108.2630213132	-0.0000261656	-4.4058825940	62187134.0159350260
30250.1924866692	108.6049608702	-0.0000260078	-4.4057515821	62159428.5004483010
30250.1979866691	108.9467453813	-0.0000258515	-4.4056208285	62130902.2467002350
30250.2034866691	109.2883703197	-0.0000256967	-4.4054903320	62101551.4150960670
30250.2089866691	109.6298311386	-0.0000255434	-4.4053600915	62071372.4588789870
30250.2144866691	109.9711232727	-0.0000253915	-4.4052301061	62040362.1382547990
30250.2199866691	110.3122421398	-0.0000252411	-4.4051003745	62008517.5334292050
30250.2254866691	110.6531831429	-0.0000250920	-4.4049708956	61975836.0565230470
30250.2309866691	110.9939416716	-0.0000249444	-4.4048416685	61942315.4622685910
30250.2364866691	111.3345131045	-0.0000247981	-4.4047126920	61907953.8575121760
30250.2419866691	111.6748928109	-0.0000246532	-4.4045839651	61872749.7094319240
30250.2474866691	112.0150761529	-0.0000245096	-4.4044554866	61836701.8524718810
30250.2529866691	112.3550584873	-0.0000243674	-4.4043272556	61799809.4939850570
30250.2584866691	112.6948351679	-0.0000242265	-4.4041992709	61762072.2185551300
30250.2639866691	113.0344015473	-0.0000240868	-4.4040715316	61723489.9908914940
30250.2694866691	113.3737529792	-0.0000239485	-4.4039440365	61684063.1574361320
30250.2749866691	113.7128848205	-0.0000238115	-4.4038167847	61643792.4465373830
30250.2804866691	114.0517924334	-0.0000236757	-4.4036897751	61602678.9673787880
30250.2859866691	114.3904711872	-0.0000235412	-4.4035630067	61560724.2073630770
30250.2914866691	114.7289164608	-0.0000234079	-4.4034364784	61517930.0283476340
30250.2969866691	115.0671236445	-0.0000232758	-4.4033101893	61474298.6613524030
30250.3024866691	115.4050881420	-0.0000231450	-4.4031841383	61429832.7000705900
30250.3079866691	115.7428053725	-0.0000230153	-4.4030583244	61384535.0930343120
30250.3134866691	116.0802707725	-0.0000228868	-4.4029327467	61338409.1345140640
30250.3189866691	116.4174797977	-0.0000227595	-4.4028074041	61291458.4542152660
30250.3244866691	116.7544279248	-0.0000226333	-4.4026822956	61243687.0057640670
30250.3299866691	117.0911106534	-0.0000225083	-4.4025574203	61195099.0540217980
30250.3354866691	117.4275235073	-0.0000223844	-4.4024327771	61145699.1613144280
30250.3409866691	117.7636620365	-0.0000222617	-4.4023083652	61095492.1726152300
30250.3464866691	118.0995218186	-0.0000221400	-4.4021841834	61044483.1996822660
30250.3519866691	118.4350984598	-0.0000220194	-4.4020602310	60992677.6043385640
30250.3574866691	118.7703875969	-0.0000219000	-4.4019365068	60940080.9808343800
30250.3629866691	119.1053848980	-0.0000217816	-4.4018130100	60886699.1373306140
30250.3684866691	119.4400860638	-0.0000216642	-4.4016897395	60832538.0767501590
30250.3739866691	119.7744868286	-0.0000215479	-4.4015666946	60777603.9768465380
30250.3794866691	120.1085829612	-0.0000214327	-4.4014438741	60721903.1698116060
30250.3849866691	120.4423702657	-0.0000213184	-4.4013212772	60665442.1212000550
30250.3904866690	120.7758445821	-0.0000212052	-4.4011989029	60608227.4085032490
30250.3959866690	121.1090017869	-0.0000210930	-4.4010767503	60550265.6993657280
30250.4014866690	121.4418377934	-0.0000209818	-4.4009548185	60491563.7294419630
30250.4069866690	121.7743485522	-0.0000208716	-4.4008331066	60432128.2801012100
30250.4124866690	122.1065300514	-0.0000207623	-4.4007116137	60371966.1560227270
30250.4179866690	122.4383783163	-0.0000206540	-4.4005903388	60311084.1626817140
30250.4234866690	122.7698894097	-0.0000205467	-4.4004692810	60249489.0839845760
30250.4289866690	123.1010594316	-0.0000204403	-4.4003484395	60187187.6598908080
30250.4344866690	123.4318845188	-0.0000203348	-4.4002278133	60124186.5643989220
30250.4399866690	123.7623608446	-0.0000202303	-4.4001074016	60060492.3836768340
30250.4454866690	124.0924846180	-0.0000201267	-4.3999872035	59996111.5946847350
30250.4509866690	124.4222520834	-0.0000200240	-4.3998672181	59931050.5441781650
30250.4564866690	124.7516595197	-0.0000199222	-4.3997474445	59865315.4281914380
30250.4619866690	125.0807032390	-0.0000198212	-4.3996278818	59798912.2722823690
30250.4674866690	125.4093795863	-0.0000197212	-4.3995085293	59731846.9123036270
30250.4729866690	125.7376849378	-0.0000196220	-4.3993893859	59664124.9759598750
30250.4784866690	126.0656157000	-0.0000195236	-4.3992704509	59595751.8652223130
30250.4839866690	126.3931683083	-0.0000194262	-4.3991517234	59526732.7395328800
30250.4894866690	126.7203392257	-0.0000193295	-4.3990332026	59457072.5000550080
30250.4949866690	127.0471249411	-0.0000192337	-4.3989148875	59386775.7748904150
30250.5004866690	127.3735219683	-0.0000191387	-4.3987967775	59315846.9053159650
30250.5059866690	127.6995268436	-0.0000190446	-4.3986788715	59244289.9330715690
30250.5114866690	128.0251361248	-0.0000189512	-4.3985611689	59172108.5889706690
30250.5169866690	128.3503463891	-0.0000188586	-4.3984436687	59099306.2825244440
30250.5224866690	128.6751542312	-0.0000187668	-4.3983263702	59025886.0929552990
30250.5279866690	128.9995562619	-0.0000186758	-4.3982092725	58951850.7613019720
30250.5334866690	129.3235491060	-0.0000185856	-4.3980923748	58877202.6839621960
30250.5389866690	129.6471293999	-0.0000184962	-4.3979756763	58801943.9074256720
30250.5444866690	129.9702937907	-0.0000184075	-4.3978591762	58726076.1245403140
30250.5499866690	130.2930389332	-0.0000183195	-4.3977428737	58649600.6718625130
30250.5554866690	130.6153614887	-0.0000182323	-4.3976267680	58572518.5285768290
30250.5609866690	130.9372581224	-0.0000181458	-4.3975108582	58494830.3166582140
30250.5664866690	131.2587255021	-0.0000180601	-4.3973951437	58416536.3024940040
30250.5719866690	131.5797602956	-0.0000179751	-4.3972796235	58337636.3997411060
30250.5774866690	131.9003591695	-0.0000178908	-4.3971642970	58258130.1736189950
