Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	58.4355683345	-0.0000321089	-43.2532722860	26203393.5787723290
30250.0109866692	58.5794049941	-0.0000320190	-43.2523421956	26116569.0746333520
30250.0164866692	58.7227628385	-0.0000319298	-43.2514132190	26029350.5574606400
30250.0219866692	58.8656397007	-0.0000318413	-43.2504853526	25941738.1690196360
30250.0274866692	59.0080334175	-0.0000317534	-43.2495585925	25853732.9802330170
30250.0329866692	59.1499418345	-0.0000316662	-43.2486329350	25765336.9793355320
30250.0384866692	59.2913628113	-0.0000315797	-43.2477083763	25676553.0565947670
30250.0439866692	59.4322942261	-0.0000314938	-43.2467849128	25587384.9852973740
30250.0494866692	59.5727339810	-0.0000314085	-43.2458625407	25497837.3991694930
30250.0549866692	59.7126800058	-0.0000313239	-43.2449412563	25407915.7664262130
30250.0604866692	59.8521302634	-0.0000312400	-43.2440210561	25317626.3604806890
30250.0659866692	59.9910827537	-0.0000311566	-43.2431019362	25226976.2274600230
30250.0714866692	60.1295355175	-0.0000310739	-43.2421838932	25135973.1505420620
30250.0769866692	60.2674866410	-0.0000309919	-43.2412669233	25044625.6114373170
30250.0824866692	60.4049342591	-0.0000309104	-43.2403510230	24952942.7489731050
30250.0879866692	60.5418765588	-0.0000308296	-43.2394361887	24860934.3150986770
30250.0934866692	60.6783117829	-0.0000307494	-43.2385224169	24768610.6283947830
30250.0989866692	60.8142382325	-0.0000306698	-43.2376097039	24675982.5253265870
30250.1044866692	60.9496542698	-0.0000305908	-43.2366980463	24583061.3092684820
30250.1099866692	61.0845583206	-0.0000305124	-43.2357874405	24489858.6977075820
30250.1154866692	61.2189488763	-0.0000304347	-43.2348778830	24396386.7678556930
30250.1209866692	61.3528244958	-0.0000303575	-43.2339693704	24302657.9004150220
30250.1264866692	61.4861838068	-0.0000302809	-43.2330618992	24208684.7224335340
30250.1319866692	61.6190255073	-0.0000302049	-43.2321554660	24114480.0488342830
30250.1374866692	61.7513483661	-0.0000301294	-43.2312500672	24020056.8232259600
30250.1429866692	61.8831512234	-0.0000300546	-43.2303456996	23925428.0580423960
30250.1484866692	62.0144329909	-0.0000299803	-43.2294423596	23830606.7743793430
30250.1539866692	62.1451926522	-0.0000299066	-43.2285400439	23735605.9415139180
30250.1594866692	62.2754292615	-0.0000298335	-43.2276387491	23640438.4166090410
30250.1649866692	62.4051419433	-0.0000297609	-43.2267384720	23545116.8847477400
30250.1704866692	62.5343298911	-0.0000296889	-43.2258392090	23449653.7994479500
30250.1759866692	62.6629923662	-0.0000296174	-43.2249409570	23354061.3239386490
30250.1814866692	62.7911286953	-0.0000295465	-43.2240437126	23258351.2732889910
30250.1869866692	62.9187382692	-0.0000294761	-43.2231474724	23162535.0581368950
30250.1924866692	63.0458205397	-0.0000294063	-43.2222522334	23066623.6294042240
30250.1979866691	63.1723750174	-0.0000293370	-43.2213579920	22970627.4248874630
30250.2034866691	63.2984012682	-0.0000292682	-43.2204647452	22874556.3176570760
30250.2089866691	63.4238989106	-0.0000292000	-43.2195724897	22778419.5664061050
30250.2144866691	63.5488676119	-0.0000291323	-43.2186812223	22682225.7681957520
30250.2199866691	63.6733070841	-0.0000290651	-43.2177909398	22585982.8134320230
30250.2254866691	63.7972170806	-0.0000289985	-43.2169016389	22489697.8436178190
30250.2309866691	63.9205973912	-0.0000289323	-43.2160133165	22393377.2117136570
30250.2364866691	64.0434478381	-0.0000288667	-43.2151259695	22297026.4454340150
30250.2419866691	64.1657682712	-0.0000288015	-43.2142395947	22200650.2136961850
30250.2474866691	64.2875585630	-0.0000287369	-43.2133541889	22104252.2960423750
30250.2529866691	64.4088186041	-0.0000286728	-43.2124697492	22007835.5556853670
30250.2584866691	64.5295482975	-0.0000286091	-43.2115862723	21911401.9157038520
30250.2639866691	64.6497475539	-0.0000285460	-43.2107037551	21814952.3387609310
30250.2694866691	64.7694162860	-0.0000284833	-43.2098221947	21718486.8105879910
30250.2749866691	64.8885544033	-0.0000284212	-43.2089415879	21622004.3270178030
30250.2804866691	65.0071618064	-0.0000283595	-43.2080619317	21525502.8846698890
30250.2859866691	65.1252383817	-0.0000282983	-43.2071832231	21428979.4756015280
30250.2914866691	65.2427839959	-0.0000282375	-43.2063054591	21332430.0854952670
30250.2969866691	65.3597984900	-0.0000281772	-43.2054286366	21235849.6958153580
30250.3024866691	65.4762816747	-0.0000281174	-43.2045527527	21139232.2897592600
30250.3079866691	65.5922333238	-0.0000280581	-43.2036778043	21042570.8619519320
30250.3134866691	65.7076531699	-0.0000279992	-43.2028037886	20945857.4318544980
30250.3189866691	65.8225408982	-0.0000279408	-43.2019307026	20849083.0610695150
30250.3244866691	65.9368961418	-0.0000278828	-43.2010585433	20752237.8739983630
30250.3299866691	66.0507184768	-0.0000278253	-43.2001873079	20655311.0824818690
30250.3354866691	66.1640074165	-0.0000277682	-43.1993169933	20558291.0136203620
30250.3409866691	66.2767624078	-0.0000277116	-43.1984475968	20461165.1412070800
30250.3464866691	66.3889828256	-0.0000276554	-43.1975791155	20363920.1203484870
30250.3519866691	66.5006679691	-0.0000275997	-43.1967115464	20266541.8253490590
30250.3574866691	66.6118170573	-0.0000275444	-43.1958448867	20169015.3906289080
30250.3629866691	66.7224292251	-0.0000274895	-43.1949791336	20071325.2545041700
30250.3684866691	66.8325035198	-0.0000274351	-43.1941142843	19973455.2058198150
30250.3739866691	66.9420388974	-0.0000273810	-43.1932503359	19875388.4330529720
30250.3794866691	67.0510342198	-0.0000273274	-43.1923872857	19777107.5759091270
30250.3849866691	67.1594882517	-0.0000272743	-43.1915251307	19678594.7791028280
30250.3904866690	67.2673996581	-0.0000272215	-43.1906638684	19579831.7482096070
30250.3959866690	67.3747670023	-0.0000271692	-43.1898034958	19480799.8074232600
30250.4014866690	67.4815887436	-0.0000271173	-43.1889440103	19381479.9587663370
30250.4069866690	67.5878632360	-0.0000270658	-43.1880854091	19281852.9428792070
30250.4124866690	67.6935887269	-0.0000270147	-43.1872276895	19181899.3008650580
30250.4179866690	67.7987633563	-0.0000269641	-43.1863708487	19081599.4373857710
30250.4234866690	67.9033851560	-0.0000269138	-43.1855148841	18980933.6841591860
30250.4289866690	68.0074520497	-0.0000268639	-43.1846597930	18879882.3642257150
30250.4344866690	68.1109618530	-0.0000268145	-43.1838055726	18778425.8564409800
30250.4399866690	68.2139122738	-0.0000267655	-43.1829522204	18676544.6599692930
30250.4454866690	68.3163009136	-0.0000267168	-43.1820997337	18574219.4586912240
30250.4509866690	68.4181252681	-0.0000266686	-43.1812481097	18471431.1851395700
30250.4564866690	68.5193827294	-0.0000266207	-43.1803973460	18368161.0839069340
30250.4619866690	68.6200705876	-0.0000265733	-43.1795474398	18264390.7740371820
30250.4674866690	68.7201860329	-0.0000265263	-43.1786983886	18160102.3103799970
30250.4729866690	68.8197261585	-0.0000264796	-43.1778501898	18055278.2437681440
30250.4784866690	68.9186879636	-0.0000264334	-43.1770028408	17949901.6794479900
30250.4839866690	69.0170683560	-0.0000263875	-43.1761563390	17843956.3339507770
30250.4894866690	69.1148641565	-0.0000263420	-43.1753106818	17737426.5899334620
30250.4949866690	69.2120721022	-0.0000262970	-43.1744658668	17630297.5489048180
30250.5004866690	69.3086888506	-0.0000262523	-43.1736218913	17522555.0815602130
30250.5059866690	69.4047109842	-0.0000262080	-43.1727787528	17414185.8756890410
30250.5114866690	69.5001350151	-0.0000261641	-43.1719364489	17305177.4814027550
30250.5169866690	69.5949573899	-0.0000261206	-43.1710949770	17195518.3533625230
30250.5224866690	69.6891744947	-0.0000260775	-43.1702543346	17085197.8902439210
30250.5279866690	69.7827826603	-0.0000260347	-43.1694145193	16974206.4708082190
30250.5334866690	69.8757781681	-0.0000259924	-43.1685755286	16862535.4869199580
30250.5389866690	69.9681572555	-0.0000259504	-43.1677373599	16750177.3730420810
30250.5444866690	70.0599161216	-0.0000259088	-43.1669000110	16637125.6322356200
30250.5499866690	70.1510509334	-0.0000258676	-43.1660634792	16523374.8586835970
30250.5554866690	70.2415578318	-0.0000258268	-43.1652277623	16408920.7564210000
30250.5609866690	70.3314329376	-0.0000257863	-43.1643928578	16293760.1543705070
30250.5664866690	70.4206723581	-0.0000257463	-43.1635587632	16177891.0176373850
30250.5719866690	70.5092721928	-0.0000257066	-43.1627254762	16061312.4549192280
30250.5774866690	70.5972285402	-0.0000256673	-43.1618929944	15944024.7221248300
30250.5829866689	70.6845375040	-0.0000256284	-43.1610613155	15826029.2219596230
30250.5884866689	70.7711951992	-0.0000255899	-43.1602304370	15707328.5000173020
30250.5939866689	70.8571977586	-0.0000255517	-43.1594003567	15587926.2366007980
30250.5994866689	70.9425413387	-0.0000255140	-43.1585710721	15467827.2350586090
30250.6049866689	71.0272221262	-0.0000254766	-43.1577425809	15347037.4061457010
30250.6104866689	71.1112363439	-0.0000254395	-43.1569148809	15225563.7488387820
30250.6159866689	71.1945802565	-0.0000254029	-43.1560879696	15103414.3274204580
30250.6214866689	71.2772501763	-0.0000253667	-43.1552618449	14980598.2450769320
30250.6269866689	71.3592424692	-0.0000253308	-43.1544365044	14857125.6139426700
30250.6324866689	71.4405535597	-0.0000252953	-43.1536119458	14733007.5219481350
30250.6379866689	71.5211799366	-0.0000252601	-43.1527881668	14608255.9963890560
30250.6434866689	71.6011181575	-0.0000252254	-43.1519651653	14482883.9643722250
30250.6489866689	71.6803648540	-0.0000251910	-43.1511429389	14356905.2104959040
30250.6544866689	71.7589167364	-0.0000251570	-43.1503214855	14230334.3314786110
30250.6599866689	71.8367705975	-0.0000251233	-43.1495008027	14103186.6884525210
30250.6654866689	71.9139233170	-0.0000250901	-43.1486808883	13975478.3567076030
30250.6709866689	71.9903718653	-0.0000250572	-43.1478617402	13847226.0732041630
30250.6764866689	72.0661133068	-0.0000250247	-43.1470433562	13718447.1819479800
30250.6819866689	72.1411448030	-0.0000249925	-43.1462257340	13589159.5776803700
30250.6874866689	72.2154636156	-0.0000249607	-43.1454088714	13459381.6478322200
30250.6929866689	72.2890671087	-0.0000249293	-43.1445927664	13329132.2130155860
30250.6984866689	72.3619527514	-0.0000248983	-43.1437774167	13198430.4663961100
30250.7039866689	72.4341181191	-0.0000248676	-43.1429628201	13067295.9120441580
30250.7094866689	72.5055608955	-0.0000248373	-43.1421489746	12935748.3023842420
30250.7149866689	72.5762788736	-0.0000248073	-43.1413358780	12803807.5753756500
30250.7204866689	72.6462699564	-0.0000247777	-43.1405235281	12671493.7911517550
30250.7259866689	72.7155321573	-0.0000247485	-43.1397119229	12538827.0687465070
30250.7314866689	72.7840636007	-0.0000247197	-43.1389010602	12405827.5228553400
30250.7369866689	72.8518625212	-0.0000246912	-43.1380909380	12272515.2011260110
30250.7424866689	72.9189272634	-0.0000246630	-43.1372815541	12138910.0218770710
30250.7479866689	72.9852562807	-0.0000246353	-43.1364729065	12005031.7129680660
30250.7534866689	73.0508481344	-0.0000246078	-43.1356649931	11870899.7513223160
30250.7589866689	73.1157014918	-0.0000245808	-43.1348578118	11736533.3040834910
30250.7644866689	73.1798151245	-0.0000245541	-43.1340513606	11601951.1712093990
30250.7699866688	73.2431879062	-0.0000245277	-43.1332456374	11467171.7296388970
30250.7754866688	73.3058188101	-0.0000245017	-43.1324406403	11332212.8794789670
30250.7809866688	73.3677069061	-0.0000244761	-43.1316363671	11197091.9923137090
30250.7864866688	73.4288513579	-0.0000244508	-43.1308328159	11061825.8617564570
30250.7919866688	73.4892514194	-0.0000244258	-43.1300299846	10926430.6565150410
30250.7974866688	73.5489064315	-0.0000244013	-43.1292278713	10790921.8760273250
30250.8029866688	73.6078158178	-0.0000243770	-43.1284264739	10655314.3090235780
30250.8084866688	73.6659790810	-0.0000243531	-43.1276257905	10519621.9949468080
30250.8139866688	73.7233957985	-0.0000243296	-43.1268258191	10383858.1884595920
30250.8194866688	73.7800656178	-0.0000243064	-43.1260265577	10248035.3272042010
30250.8249866688	73.8359882521	-0.0000242835	-43.1252280043	10112165.0028824860
30250.8304866688	73.8911634757	-0.0000242610	-43.1244301571	9976257.9357041288
30250.8359866688	73.9455911188	-0.0000242388	-43.1236330141	9840323.9524502680
30250.8414866688	73.9992710627	-0.0000242169	-43.1228365732	9704371.9681030773
30250.8469866688	74.0522032348	-0.0000241954	-43.1220408328	9568409.9710085914
30250.8524866688	74.1043876034	-0.0000241742	-43.1212457907	9432445.0119075049
30250.8579866688	74.1558241725	-0.0000241534	-43.1204514450	9296483.1966155283
30250.8634866688	74.2065129764	-0.0000241329	-43.1196577940	9160529.6824806817
30250.8689866688	74.2564540751	-0.0000241127	-43.1188648357	9024588.6785830073
30250.8744866688	74.3056475482	-0.0000240929	-43.1180725682	8888663.4497296866
30250.8799866688	74.3540934907	-0.0000240734	-43.1172809896	8752756.3241248224
30250.8854866688	74.4017920068	-0.0000240542	-43.1164900981	8616868.7048230283
30250.8909866688	74.4487432061	-0.0000240353	-43.1156998917	8481001.0846861862
30250.8964866688	74.4949471975	-0.0000240168	-43.1149103688	8345153.0651719468
30250.9019866688	74.5404040852	-0.0000239986	-43.1141215273	8209323.3783140127
30250.9074866688	74.5851139634	-0.0000239807	-43.1133333655	8073509.9124269942
30250.9129866688	74.6290769122	-0.0000239632	-43.1125458815	7937709.7409055792
30250.9184866688	74.6722929931	-0.0000239460	-43.1117590736	7801919.1543662138
30250.9239866688	74.7147622445	-0.0000239290	-43.1109729399	7666133.6957737869
30250.9294866688	74.7564846782	-0.0000239125	-43.1101874785	7530348.1986147827
30250.9349866688	74.7974602753	-0.0000238962	-43.1094026878	7394556.8277222505
30250.9404866688	74.8376889828	-0.0000238802	-43.1086185658	7258753.1228514798
30250.9459866688	74.8771707102	-0.0000238646	-43.1078351109	7122930.0446075778
30250.9514866688	74.9159053266	-0.0000238493	-43.1070523212	6987080.0228428235
30250.9569866687	74.9538926578	-0.0000238343	-43.1062701950	6851195.0070392676
30250.9624866687	74.9911324839	-0.0000238196	-43.1054887305	6715266.5183061641
30250.9679866687	75.0276245373	-0.0000238052	-43.1047079260	6579285.7038058927
30250.9734866687	75.0633685005	-0.0000237911	-43.1039277797	6443243.3919484317
30250.9789866687	75.0983640047	-0.0000237774	-43.1031482898	6307130.1491708374
30250.9844866687	75.1326106285	-0.0000237640	-43.1023694547	6170936.3378727948
30250.9899866687	75.1661078970	-0.0000237508	-43.1015912727	6034652.1749554481
30250.9954866687	75.1988552814	-0.0000237380	-43.1008137419	5898267.7911876868
30251.0009866687	75.2308521981	-0.0000237255	-43.1000368607	5761773.2908817148
30251.0064866687	75.2620980095	-0.0000237133	-43.0992606274	5625158.8117275741
30251.0119866687	75.2925920238	-0.0000237014	-43.0984850403	5488414.5845184838
30251.0174866687	75.3223334962	-0.0000236899	-43.0977100977	5351530.9924302958
30251.0229866687	75.3513216295	-0.0000236786	-43.0969357979	5214498.6303833080
30251.0284866687	75.3795555756	-0.0000236676	-43.0961621393	5077308.3628148129
30251.0339866687	75.4070344372	-0.0000236570	-43.0953891201	4939951.3811766943
30251.0394866687	75.4337572698	-0.0000236467	-43.0946167388	4802419.2596926438
30251.0449866687	75.4597230840	-0.0000236366	-43.0938449936	4664704.0100863930
30251.0504866687	75.4849308480	-0.0000236269	-43.0930738829	4526798.1345812557
30251.0559866687	75.5093794906	-0.0000236175	-43.0923034051	4388694.6768610291
30251.0614866687	75.5330679039	-0.0000236084	-43.0915335586	4250387.2714557899
30251.0669866687	75.5559949475	-0.0000235996	-43.0907643416	4111870.1903976914
30251.0724866687	75.5781594514	-0.0000235911	-43.0899957526	3973138.3879040214
30251.0779866687	75.5995602202	-0.0000235829	-43.0892277901	3834187.5421872102
30251.0834866687	75.6201960373	-0.0000235750	-43.0884604523	3695014.0946521019
30251.0889866687	75.6400656691	-0.0000235674	-43.0876937376	3555615.2864193465
30251.0944866687	75.6591678694	-0.0000235602	-43.0869276446	3415989.1913720770
30251.0999866687	75.6775013843	-0.0000235532	-43.0861621715	3276134.7464139871
30251.1054866687	75.6950649569	-0.0000235466	-43.0853973168	3136051.7782644331
30251.1109866687	75.7118573324	-0.0000235402	-43.0846330790	2995741.0270270542
30251.1164866687	75.7278772630	-0.0000235342	-43.0838694564	2855204.1661461452
30251.1219866687	75.7431235131	-0.0000235285	-43.0831064475	2714443.8187484480
30251.1274866687	75.7575948648	-0.0000235230	-43.0823440508	2573463.5704342006
30251.1329866687	75.7712901231	-0.0000235179	-43.0815822647	2432267.9786610059
30251.1384866687	75.7842081210	-0.0000235131	-43.0808210876	2290862.5778321796
30251.1439866687	75.7963477255	-0.0000235086	-43.0800605181	2149253.8809487177
30251.1494866686	75.8077078422	-0.0000235044	-43.0793005546	2007449.3775994449
30251.1549866686	75.8182874212	-0.0000235006	-43.0785411955	1865457.5281713360
30251.1604866686	75.8280854625	-0.0000234970	-43.0777824393	1723287.7537904398
30251.1659866686	75.8371010207	-0.0000234937	-43.0770242846	1580950.4234396338
30251.1714866686	75.8453332104	-0.0000234908	-43.0762667299	1438456.8364672004
30251.1769866686	75.8527812117	-0.0000234882	-43.0755097736	1295819.2021978276
30251.1824866686	75.8594442745	-0.0000234858	-43.0747534142	1153050.6155504605
30251.1879866686	75.8653217233	-0.0000234838	-43.0739976502	1010165.0293543715
30251.1934866686	75.8704129625	-0.0000234821	-43.0732424803	867177.2232613850
30251.1989866686	75.8747174801	-0.0000234807	-43.0724879028	724102.7693869043
30251.2044866686	75.8782348523	-0.0000234796	-43.0717339164	580957.9947768019
