Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	-124.5593365299	-6.2524633696	-124.5593365299	368464.6155963586
30250.0109866692	-124.5573128158	-6.2524297884	-124.5573128158	367589.7695675850
30250.0164866692	-124.5552939277	-6.2523170604	-124.5552939277	366710.5336883480
30250.0219866692	-124.5532798895	-6.2521251869	-124.5532798895	365826.9184584824
30250.0274866692	-124.5512707255	-6.2518541702	-124.5512707255	364938.9344300843
30250.0329866692	-124.5492664595	-6.2515040135	-124.5492664595	364046.5922076659
30250.0384866692	-124.5472671156	-6.2510747212	-124.5472671156	363149.9024478450
30250.0439866692	-124.5452727175	-6.2505662982	-124.5452727175	362248.8758590332
30250.0494866692	-124.5432832892	-6.2499787506	-124.5432832892	361343.5232016444
30250.0549866692	-124.5412988543	-6.2493120855	-124.5412988543	360433.8552872649
30250.0604866692	-124.5393194366	-6.2485663108	-124.5393194366	359519.8829796403
30250.0659866692	-124.5373450598	-6.2477414355	-124.5373450598	358601.6171935838
30250.0714866692	-124.5353757472	-6.2468374693	-124.5353757472	357679.0688951919
30250.0769866692	-124.5334115226	-6.2458544231	-124.5334115226	356752.2491016281
30250.0824866692	-124.5314524094	-6.2447923087	-124.5314524094	355821.1688812312
30250.0879866692	-124.5294984309	-6.2436511386	-124.5294984309	354885.8393533605
30250.0934866692	-124.5275496105	-6.2424309266	-124.5275496105	353946.2716875122
30250.0989866692	-124.5256059715	-6.2411316872	-124.5256059715	353002.4771040491
30250.1044866692	-124.5236675370	-6.2397534359	-124.5236675370	352054.4668746123
30250.1099866692	-124.5217343303	-6.2382961892	-124.5217343303	351102.2523204649
30250.1154866692	-124.5198063744	-6.2367599644	-124.5198063744	350145.8448127006
30250.1209866692	-124.5178836923	-6.2351447801	-124.5178836923	349185.2557730690
30250.1264866692	-124.5159663070	-6.2334506553	-124.5159663070	348220.4966729436
30250.1319866692	-124.5140542414	-6.2316776104	-124.5140542414	347251.5790345632
30250.1374866692	-124.5121475183	-6.2298256665	-124.5121475183	346278.5144279261
30250.1429866692	-124.5102461606	-6.2278948458	-124.5102461606	345301.3144739997
30250.1484866692	-124.5083501908	-6.2258851712	-124.5083501908	344319.9908424420
30250.1539866692	-124.5064596317	-6.2237966669	-124.5064596317	343334.5552527405
30250.1594866692	-124.5045745059	-6.2216293578	-124.5045745059	342345.0194736950
30250.1649866692	-124.5026948357	-6.2193832696	-124.5026948357	341351.3953214572
30250.1704866692	-124.5008206438	-6.2170584294	-124.5008206438	340353.6946629361
30250.1759866692	-124.4989519524	-6.2146548647	-124.4989519524	339351.9294128023
30250.1814866692	-124.4970887839	-6.2121726044	-124.4970887839	338346.1115339031
30250.1869866692	-124.4952311605	-6.2096116780	-124.4952311605	337336.2530377768
30250.1924866692	-124.4933791045	-6.2069721162	-124.4933791045	336322.3659851714
30250.1979866691	-124.4915326379	-6.2042539505	-124.4915326379	335304.4624832507
