Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	-42.8055168206	-0.0006226959	-65.7422147315	3927660.8254231894
30250.0109866692	-42.7840197983	-0.0006216061	-65.7409905013	3895276.7183983219
30250.0164866692	-42.7627018733	-0.0006205287	-65.7397673863	3862591.1883602403
30250.0219866692	-42.7415646648	-0.0006194636	-65.7385453833	3829616.2373853810
30250.0274866692	-42.7206097242	-0.0006184110	-65.7373244893	3796364.3821039028
30250.0329866692	-42.6998385323	-0.0006173708	-65.7361047010	3762848.6164045869
30250.0384866692	-42.6792524972	-0.0006163429	-65.7348860155	3729082.3725469136
30250.0439866692	-42.6588529518	-0.0006153274	-65.7336684295	3695079.4808746134
30250.0494866692	-42.6386411517	-0.0006143242	-65.7324519400	3660854.1281980793
30250.0549866692	-42.6186182733	-0.0006133334	-65.7312365439	3626420.8150724834
30250.0604866692	-42.5987854126	-0.0006123549	-65.7300222382	3591794.3120463728
30250.0659866692	-42.5791435836	-0.0006113887	-65.7288090198	3556989.6151111913
30250.0714866692	-42.5596937169	-0.0006104348	-65.7275968856	3522021.9004763588
30250.0769866692	-42.5404366595	-0.0006094930	-65.7263858328	3486906.4788349918
30250.0824866692	-42.5213731738	-0.0006085635	-65.7251758581	3451658.7492784979
30250.0879866692	-42.5025039372	-0.0006076461	-65.7239669588	3416294.1530620754
30250.0934866692	-42.4838295424	-0.0006067408	-65.7227591316	3380828.1273349300
30250.0989866692	-42.4653504972	-0.0006058476	-65.7215523738	3345276.0590363010
30250.1044866692	-42.4470672251	-0.0006049663	-65.7203466824	3309653.2391117061
30250.1099866692	-42.4289800658	-0.0006040971	-65.7191420543	3273974.8172464771
30250.1154866692	-42.4110892766	-0.0006032397	-65.7179384867	3238255.7571890042
30250.1209866692	-42.3933950328	-0.0006023941	-65.7167359767	3202510.7929621860
30250.1264866692	-42.3758974298	-0.0006015604	-65.7155345213	3166754.3859584336
30250.1319866692	-42.3585964845	-0.0006007383	-65.7143341177	3131000.6832387070
30250.1374866692	-42.3414921370	-0.0005999279	-65.7131347629	3095263.4770323853
30250.1429866692	-42.3245842528	-0.0005991290	-65.7119364541	3059556.1656939564
30250.1484866692	-42.3078726251	-0.0005983417	-65.7107391885	3023891.7162116407
30250.1539866692	-42.2913569775	-0.0005975657	-65.7095429631	2988282.6283661504
30250.1594866692	-42.2750369661	-0.0005968011	-65.7083477753	2952740.9007751276
30250.1649866692	-42.2589121830	-0.0005960477	-65.7071536220	2917277.9987732293
30250.1704866692	-42.2429821589	-0.0005953056	-65.7059605007	2881904.8244582615
30250.1759866692	-42.2272463666	-0.0005945745	-65.7047684083	2846631.6887815534
30250.1814866692	-42.2117042240	-0.0005938544	-65.7035773422	2811468.2859640834
30250.1869866692	-42.1963550980	-0.0005931452	-65.7023872996	2776423.6702089529
30250.1924866692	-42.1811983076	-0.0005924468	-65.7011982777	2741506.2348735998
30250.1979866691	-42.1662331280	-0.0005917592	-65.7000102738	2706723.6940937634
30250.2034866691	-42.1514587941	-0.0005910822	-65.6988232851	2672083.0669998606
30250.2089866691	-42.1368745045	-0.0005904158	-65.6976373090	2637590.6644914020
30250.2144866691	-42.1224794255	-0.0005897599	-65.6964523426	2603252.0787310810
30250.2199866691	-42.1082726951	-0.0005891143	-65.6952683833	2569072.1752669481
30250.2254866691	-42.0942534266	-0.0005884790	-65.6940854284	2535055.0878862585
30250.2309866691	-42.0804207133	-0.0005878539	-65.6929034752	2501204.2161554615
30250.2364866691	-42.0667736319	-0.0005872389	-65.6917225211	2467522.2257613866
30250.2419866691	-42.0533112470	-0.0005866339	-65.6905425633	2434011.0514706322
30250.2474866691	-42.0400326149	-0.0005860388	-65.6893635993	2400671.9028829588
30250.2529866691	-42.0269367874	-0.0005854535	-65.6881856264	2367505.2727693259
30250.2584866691	-42.0140228162	-0.0005848780	-65.6870086420	2334510.9481268558
30250.2639866691	-42.0012897561	-0.0005843121	-65.6858326434	2301688.0237700725
30250.2694866691	-41.9887366694	-0.0005837558	-65.6846576281	2269034.9184755865
30250.2749866691	-41.9763626290	-0.0005832090	-65.6834835935	2236549.3936027340
30250.2804866691	-41.9641667223	-0.0005826715	-65.6823105370	2204228.5740848044
30250.2859866691	-41.9521480544	-0.0005821434	-65.6811384560	2172068.9717613724
30250.2914866691	-41.9403057517	-0.0005816246	-65.6799673479	2140066.5109034115
30250.2969866691	-41.9286389648	-0.0005811148	-65.6787972103	2108216.5558902207
30250.3024866691	-41.9171468713	-0.0005806142	-65.6776280406	2076513.9408335472
30250.3079866691	-41.9058286791	-0.0005801226	-65.6764598361	2044953.0011838300
30250.3134866691	-41.8946836288	-0.0005796400	-65.6752925946	2013527.6070505455
30250.3189866691	-41.8837109960	-0.0005791662	-65.6741263133	1982231.1981830429
30250.3244866691	-41.8729100936	-0.0005787012	-65.6729609899	1951056.8204532834
30250.3299866691	-41.8622802741	-0.0005782450	-65.6717966218	1919997.1637437267
30250.3354866691	-41.8518209313	-0.0005777975	-65.6706332065	1889044.6010104299
30250.3409866691	-41.8415315016	-0.0005773587	-65.6694707417	1858191.2284661215
30250.3464866691	-41.8314114659	-0.0005769284	-65.6683092248	1827428.9066547225
30250.3519866691	-41.8214603504	-0.0005765066	-65.6671486534	1796749.3022902370
30250.3574866691	-41.8116777277	-0.0005760934	-65.6659890251	1766143.9307305594
30250.3629866691	-41.8020632174	-0.0005756886	-65.6648303374	1735604.1988634400
30250.3684866691	-41.7926164866	-0.0005752922	-65.6636725879	1705121.4482721551
30250.3739866691	-41.7833372501	-0.0005749041	-65.6625157742	1674686.9985467680
30250.3794866691	-41.7742252704	-0.0005745244	-65.6613598940	1644292.1905123901
30250.3849866691	-41.7652803574	-0.0005741530	-65.6602049448	1613928.4292423143
30250.3904866690	-41.7565023681	-0.0005737898	-65.6590509243	1583587.2267159258
30250.3959866690	-41.7478912055	-0.0005734349	-65.6578978300	1553260.2439291531
30250.4014866690	-41.7394468181	-0.0005730881	-65.6567456597	1522939.3323019638
30250.4069866690	-41.7311691982	-0.0005727496	-65.6555944110	1492616.5741996912
30250.4124866690	-41.7230583810	-0.0005724192	-65.6544440815	1462284.3224795912
30250.4179866690	-41.7151144427	-0.0005720970	-65.6532946690	1431935.2388805195
30250.4234866690	-41.7073374988	-0.0005717830	-65.6521461711	1401562.3310427703
30250.4289866690	-41.6997277019	-0.0005714770	-65.6509985855	1371158.9881583634
30250.4344866690	-41.6922852398	-0.0005711792	-65.6498519099	1340719.0149695787
30250.4399866690	-41.6850103329	-0.0005708895	-65.6487061420	1310236.6640932162
30250.4454866690	-41.6779032315	-0.0005706078	-65.6475612795	1279706.6664762802
30250.4509866690	-41.6709642135	-0.0005703343	-65.6464173202	1249124.2599447698
30250.4564866690	-41.6641935810	-0.0005700689	-65.6452742618	1218485.2156018885
30250.4619866690	-41.6575916577	-0.0005698115	-65.6441321020	1187785.8621457533
30250.4674866690	-41.6511587857	-0.0005695623	-65.6429908387	1157023.1079115793
30250.4729866690	-41.6448953221	-0.0005693211	-65.6418504695	1126194.4605246845
30250.4784866690	-41.6388016355	-0.0005690881	-65.6407109922	1095298.0441751580
30250.4839866690	-41.6328781032	-0.0005688631	-65.6395724047	1064332.6144032083
30250.4894866690	-41.6271251068	-0.0005686463	-65.6384347047	1033297.5703309295
30250.4949866690	-41.6215430294	-0.0005684375	-65.6372978901	1002192.9643038254
30250.5004866690	-41.6161322516	-0.0005682369	-65.6361619585	971019.5088935602
30250.5059866690	-41.6108931478	-0.0005680443	-65.6350269080	939778.5812751458
30250.5114866690	-41.6058260828	-0.0005678599	-65.6338927362	908472.2248915497
30250.5169866690	-41.6009314079	-0.0005676837	-65.6327594410	877103.1484324921
30250.5224866690	-41.5962094575	-0.0005675155	-65.6316270202	845674.7221497257
30250.5279866690	-41.5916605452	-0.0005673555	-65.6304954718	814190.9714856634
30250.5334866690	-41.5872849604	-0.0005672036	-65.6293647936	782656.5680651381
30250.5389866690	-41.5830829646	-0.0005670599	-65.6282349834	751076.8180417069
30250.5444866690	-41.5790547883	-0.0005669243	-65.6271060392	719457.6478692737
30250.5499866690	-41.5752006274	-0.0005667968	-65.6259779587	687805.5875816112
30250.5554866690	-41.5715206399	-0.0005666775	-65.6248507400	656127.7515487775
30250.5609866690	-41.5680149428	-0.0005665664	-65.6237243809	624431.8168642370
30250.5664866690	-41.5646836092	-0.0005664633	-65.6225988793	592725.9994281126
30250.5719866690	-41.5615266654	-0.0005663684	-65.6214742332	561019.0277440023
30250.5774866690	-41.5585440879	-0.0005662816	-65.6203504405	529320.1146441612
30250.5829866689	-41.5557358012	-0.0005662030	-65.6192274991	497638.9269289605
30250.5884866689	-41.5531016751	-0.0005661324	-65.6181054069	465985.5530996287
30250.5939866689	-41.5506415230	-0.0005660699	-65.6169841620	434370.4692962130
30250.5994866689	-41.5483550990	-0.0005660155	-65.6158637623	402804.5035358538
30250.6049866689	-41.5462420970	-0.0005659692	-65.6147442057	371298.7984292982
30250.6104866689	-41.5443021485	-0.0005659309	-65.6136254902	339864.7724633125
30250.6159866689	-41.5425348215	-0.0005659006	-65.6125076139	308514.0800165048
30250.6214866689	-41.5409396193	-0.0005658783	-65.6113905747	277258.5702707018
30250.6269866689	-41.5395159794	-0.0005658640	-65.6102743706	246110.2451316578
30250.6324866689	-41.5382632730	-0.0005658576	-65.6091589997	215081.2163656992
30250.6379866689	-41.5371808043	-0.0005658591	-65.6080444598	184183.6620428371
30250.6434866689	-41.5362678107	-0.0005658684	-65.6069307492	153429.7825153955
30250.6489866689	-41.5355234622	-0.0005658856	-65.6058178658	122831.7560552553
30250.6544866689	-41.5349468624	-0.0005659106	-65.6047058076	92401.6943206167
30250.6599866689	-41.5345370483	-0.0005659433	-65.6035945727	62151.5978288842
