Time(us)	TipPos(nm)	Force(nN)	SamplePos(nm)	TipVel(nm/s)
30250.0054866693	-11.9157000748	-0.0001545537	-58.1564973359	7841024.3619922418
30250.0109866692	-11.8727402388	-0.0001542756	-58.1553818442	7790000.5913729174
30250.0164866692	-11.8300612366	-0.0001540000	-58.1542674232	7738915.6430752007
30250.0219866692	-11.7876633747	-0.0001537271	-58.1531540699	7687778.6085296255
30250.0274866692	-11.7455469127	-0.0001534567	-58.1520417811	7636597.6421936238
30250.0329866692	-11.7037120684	-0.0001531889	-58.1509305536	7585379.9336889070
30250.0384866692	-11.6621590233	-0.0001529236	-58.1498203844	7534131.6838675588
30250.0439866692	-11.6208879280	-0.0001526608	-58.1487112704	7482858.0849082526
30250.0494866692	-11.5798989079	-0.0001524006	-58.1476032085	7431563.3045216370
30250.0549866692	-11.5391920690	-0.0001521428	-58.1464961956	7380250.4743822627
30250.0604866692	-11.4987675032	-0.0001518875	-58.1453902287	7328921.6827027770
30250.0659866692	-11.4586252945	-0.0001516347	-58.1442853047	7277577.9710989213
30250.0714866692	-11.4187655245	-0.0001513844	-58.1431814207	7226219.3357423432
30250.0769866692	-11.3791882781	-0.0001511364	-58.1420785736	7174844.7325900942
30250.0824866692	-11.3398936496	-0.0001508909	-58.1409767604	7123452.0870963009
30250.0879866692	-11.3008817477	-0.0001506478	-58.1398759782	7072038.3078588108
30250.0934866692	-11.2621527016	-0.0001504070	-58.1387762239	7020599.3045878187
30250.0989866692	-11.2237066659	-0.0001501687	-58.1376774947	6969130.0100073181
30250.1044866692	-11.1855438265	-0.0001499327	-58.1365797875	6917624.4058398576
30250.1099866692	-11.1476644052	-0.0001496990	-58.1354830994	6866075.5526015656
30250.1154866692	-11.1100686650	-0.0001494677	-58.1343874275	6814475.6231761212
30250.1209866692	-11.0727569145	-0.0001492387	-58.1332927690	6762815.9401204353
30250.1264866692	-11.0357295129	-0.0001490120	-58.1321991209	6711087.0163161205
30250.1319866692	-10.9989868741	-0.0001487876	-58.1311064803	6659278.5990641844
30250.1374866692	-10.9625294705	-0.0001485655	-58.1300148443	6607379.7173938965
30250.1429866692	-10.9263578374	-0.0001483457	-58.1289242102	6555378.7322942112
30250.1484866692	-10.8904725757	-0.0001481282	-58.1278345750	6503263.3897914561
